"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"25","2009","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"25","2010","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"25","2011","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"25","2012","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"25","2013","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"25","2014","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","320.0","-1.0"
"25","2015","6","Madhya Pradesh","Datia","0.0","0.0","0.0","0.0","0.0","390.0","-1.0"
"26","2005","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"26","2006","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"26","2007","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"26","2008","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"26","2009","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"26","2010","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"26","2011","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"26","2012","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"26","2013","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"26","2014","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","610.0","-1.0"
"26","2015","6","Madhya Pradesh","Morena","0.0","0.0","0.0","0.0","0.0","910.0","-1.0"
"27","2005","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","100.0","-1.0"
"27","2006","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2007","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2008","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2009","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"27","2010","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2011","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2012","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"27","2013","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"27","2014","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","320.0","-1.0"
"27","2015","6","Madhya Pradesh","Bhind","0.0","0.0","0.0","0.0","0.0","450.0","-1.0"
"28","2005","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","2000.0","-1.0"
"28","2006","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","2100.0","-1.0"
"28","2007","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","1900.0","-1.0"
"28","2008","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","4100.0","-1.0"
"28","2009","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","4000.0","-1.0"
"28","2010","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","4500.0","-1.0"
"28","2011","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","4400.0","-1.0"
"28","2012","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","4800.0","-1.0"
"28","2013","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","5400.0","-1.0"
"28","2014","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","6430.0","-1.0"
"28","2015","6","Madhya Pradesh","Indore","0.0","0.0","0.0","0.0","0.0","5850.0","-1.0"
"29","2005","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2006","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2007","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2008","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"29","2009","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2010","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2011","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"29","2012","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"29","2013","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"29","2014","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","1380.0","-1.0"
"29","2015","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0","0.0","0.0","1860.0","-1.0"
"30","2005","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"30","2006","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"30","2007","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"30","2008","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"30","2009","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"30","2010","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"30","2011","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"30","2012","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"30","2013","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"30","2014","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","980.0","-1.0"
"30","2015","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0","0.0","0.0","1120.0","-1.0"
"31","2005","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"31","2006","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"31","2007","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"31","2008","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"31","2009","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"31","2010","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"31","2011","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"31","2012","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"31","2013","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"31","2014","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","650.0","-1.0"
"31","2015","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0","0.0","0.0","1110.0","-1.0"
"32","2005","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","1200.0","-1.0"
"32","2006","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","1700.0","-1.0"
"32","2007","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","1600.0","-1.0"
"32","2008","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2300.0","-1.0"
"32","2009","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2400.0","-1.0"
"32","2010","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2500.0","-1.0"
"32","2011","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2600.0","-1.0"
"32","2012","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2700.0","-1.0"
"32","2013","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","2900.0","-1.0"
"32","2014","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","3560.0","-1.0"
"32","2015","6","Madhya Pradesh","Dewas","0.0","0.0","0.0","0.0","0.0","3680.0","-1.0"
"33","2005","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"33","2006","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"33","2007","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"33","2008","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"33","2009","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"33","2010","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"33","2011","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"33","2012","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"33","2013","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"33","2014","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","880.0","-1.0"
"33","2015","6","Madhya Pradesh","Dhar","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"34","2005","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"34","2006","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"34","2007","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"34","2008","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"34","2009","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"34","2010","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"34","2011","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"34","2012","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"34","2013","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"34","2014","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","1230.0","-1.0"
"34","2015","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0","0.0","0.0","860.0","-1.0"
"35","2005","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","100.0","-1.0"
"35","2006","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"35","2007","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"35","2008","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"35","2009","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"35","2010","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"35","2011","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1200.0","-1.0"
"35","2012","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1300.0","-1.0"
"35","2013","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1400.0","-1.0"
"35","2014","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","2010.0","-1.0"
"35","2015","6","Madhya Pradesh","Khargone / West Nimar","0.0","0.0","0.0","0.0","0.0","1730.0","-1.0"
"36","2005","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1600.0","-1.0"
"36","2006","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1300.0","-1.0"
"36","2007","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"36","2008","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"36","2009","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"36","2010","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"36","2011","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"36","2012","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"36","2013","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"36","2014","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"36","2015","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0","0.0","0.0","1450.0","-1.0"
"37","2005","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","4200.0","-1.0"
"37","2006","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","3800.0","-1.0"
"37","2007","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","4200.0","-1.0"
"37","2008","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","7300.0","-1.0"
"37","2009","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","7900.0","-1.0"
"37","2010","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","7900.0","-1.0"
"37","2011","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","8400.0","-1.0"
"37","2012","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","9100.0","-1.0"
"37","2013","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","10000.0","-1.0"
"37","2014","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","12230.0","-1.0"
"37","2015","6","Madhya Pradesh","Sehore","0.0","0.0","0.0","0.0","0.0","10070.0","-1.0"
"38","2005","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"38","2006","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"38","2007","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"38","2008","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"38","2009","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"38","2010","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"38","2011","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"38","2012","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"38","2013","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"38","2014","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","930.0","-1.0"
"38","2015","6","Madhya Pradesh","Raisen","0.0","0.0","0.0","0.0","0.0","1780.0","-1.0"
"39","2005","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"39","2006","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1000.0","-1.0"
"39","2007","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"39","2008","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1300.0","-1.0"
"39","2009","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1400.0","-1.0"
"39","2010","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1400.0","-1.0"
"39","2011","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1500.0","-1.0"
"39","2012","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1500.0","-1.0"
"39","2013","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1600.0","-1.0"
"39","2014","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","1720.0","-1.0"
"39","2015","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0","0.0","0.0","2390.0","-1.0"
"40","2005","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"40","2006","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"40","2007","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"40","2008","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"40","2009","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"40","2010","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","500.0","-1.0"
"40","2011","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"40","2012","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"40","2013","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"40","2014","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","780.0","-1.0"
"40","2015","6","Madhya Pradesh","Betul","0.0","0.0","0.0","0.0","0.0","760.0","-1.0"
"41","2005","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","600.0","-1.0"
"41","2006","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","700.0","-1.0"
"41","2007","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"41","2008","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1200.0","-1.0"
"41","2009","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1200.0","-1.0"
"41","2010","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1300.0","-1.0"
"41","2011","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1300.0","-1.0"
"41","2012","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1400.0","-1.0"
"41","2013","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","1600.0","-1.0"
"41","2014","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","2080.0","-1.0"
"41","2015","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0","0.0","0.0","2370.0","-1.0"
"42","2005","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"42","2006","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"42","2007","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"42","2008","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"42","2009","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","800.0","-1.0"
"42","2010","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"42","2011","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","900.0","-1.0"
"42","2012","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","1100.0","-1.0"
"42","2013","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","1200.0","-1.0"
"42","2014","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","1310.0","-1.0"
"42","2015","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0","0.0","0.0","1700.0","-1.0"
"43","2005","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","100.0","-1.0"
"43","2006","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","100.0","-1.0"
"43","2007","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","100.0","-1.0"
"43","2008","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"43","2009","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"43","2010","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"43","2011","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","200.0","-1.0"
"43","2012","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","300.0","-1.0"
"43","2013","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","400.0","-1.0"
"43","2014","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","470.0","-1.0"
"43","2015","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0","0.0","0.0","870.0","-1.0"
"44","1992","1","Andhra Pradesh","Srikakulam","57.5","59.0","649.5","466.5","94.0","1326.5","-1.0"
"44","1993","1","Andhra Pradesh","Srikakulam","68.5","56.0","557.0","209.0","36.5","927.0","-1.0"
"44","1994","1","Andhra Pradesh","Srikakulam","84.0","45.0","354.5","225.5","120.5","829.5","-1.0"
"44","1995","1","Andhra Pradesh","Srikakulam","63.0","59.0","453.5","302.0","158.0","1035.5","-1.0"
"44","1996","1","Andhra Pradesh","Srikakulam","74.5","80.0","503.5","340.5","164.0","1162.5","-1.0"
"44","1997","1","Andhra Pradesh","Srikakulam","102.5","92.0","531.5","335.5","130.5","1192.0","-1.0"
"44","1998","1","Andhra Pradesh","Srikakulam","107.5","108.5","551.5","303.5","147.5","1218.5","-1.0"
"44","1999","1","Andhra Pradesh","Srikakulam","74.5","87.5","662.5","378.5","258.5","1461.5","-1.0"
"44","2000","1","Andhra Pradesh","Srikakulam","44.5","33.0","1101.0","471.0","343.0","1992.5","-1.0"
"44","2001","1","Andhra Pradesh","Srikakulam","46.0","31.0","1320.0","510.0","426.5","2333.5","4734.5"
"44","2002","1","Andhra Pradesh","Srikakulam","44.0","31.5","1992.5","618.0","490.0","3176.0","5412.0"
"44","2003","1","Andhra Pradesh","Srikakulam","24.5","38.0","2275.0","1258.0","373.0","3968.5","-1.0"
"44","2004","1","Andhra Pradesh","Srikakulam","3.0","43.0","2086.0","1223.0","427.0","3782.0","-1.0"
"44","2005","1","Andhra Pradesh","Srikakulam","126.0","1072.0","2501.5","1107.5","77.5","4884.5","-1.0"
"44","2006","1","Andhra Pradesh","Srikakulam","46.5","1545.0","2654.0","1185.5","67.0","5498.0","-1.0"
"44","2007","1","Andhra Pradesh","Srikakulam","0.0","1825.5","2996.5","1437.0","74.0","6333.0","-1.0"
"44","2008","1","Andhra Pradesh","Srikakulam","0.0","1577.5","1848.5","1013.0","67.5","4506.5","11394.5"
"44","2009","1","Andhra Pradesh","Srikakulam","0.0","1987.0","2195.0","1125.0","17.5","5324.5","12552.0"
"44","2010","1","Andhra Pradesh","Srikakulam","0.0","2188.64","2425.59","1239.09","64.9","20330.17","14411.94"
"44","2011","1","Andhra Pradesh","Srikakulam","0.0","2462.88","2873.99","1405.65","77.69","24105.0","17284.79"
"44","2012","1","Andhra Pradesh","Srikakulam","0.0","2789.09","3283.83","1671.12","88.54","27830.88","19998.3"
"44","2014","1","Andhra Pradesh","Srikakulam","0.0","0.0","0.0","0.0","0.0","26814.2","-1.0"
"44","2015","1","Andhra Pradesh","Srikakulam","0.0","0.0","0.0","0.0","0.0","29295.79","-1.0"
"45","1992","1","Andhra Pradesh","Visakhapatnam","290.5","480.0","838.5","651.5","128.0","2388.5","-1.0"
"45","1993","1","Andhra Pradesh","Visakhapatnam","336.5","521.0","989.0","455.0","212.5","2514.0","-1.0"
"45","1994","1","Andhra Pradesh","Visakhapatnam","329.0","520.0","820.5","550.5","329.5","2549.5","-1.0"
"45","1995","1","Andhra Pradesh","Visakhapatnam","279.0","478.0","872.5","449.0","295.0","2373.5","-1.0"
"45","1996","1","Andhra Pradesh","Visakhapatnam","284.5","504.0","930.5","401.5","224.0","2344.5","-1.0"
"45","1997","1","Andhra Pradesh","Visakhapatnam","298.5","409.0","937.5","409.5","105.5","2160.0","-1.0"
"45","1998","1","Andhra Pradesh","Visakhapatnam","332.5","430.5","1004.5","355.5","348.5","2471.5","-1.0"
