"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"632","2014","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0","0.0","0.0","175.93","-1.0"
"632","2015","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0","0.0","0.0","152.08","-1.0"
"633","1994","18","Himachal Pradesh","Solan","0.0","0.0","16.43","57.81","18.16","92.4","-1.0"
"633","1995","18","Himachal Pradesh","Solan","0.0","0.0","15.9","81.43","14.18","111.51","-1.0"
"633","1996","18","Himachal Pradesh","Solan","0.0","0.0","24.39","79.83","6.08","110.31","-1.0"
"633","2008","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","125.09","-1.0"
"633","2009","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","100.63","-1.0"
"633","2010","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","117.13","-1.0"
"633","2011","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","139.89","-1.0"
"633","2012","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","139.65","-1.0"
"633","2013","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","138.88","-1.0"
"633","2014","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","174.93","-1.0"
"633","2015","18","Himachal Pradesh","Solan","0.0","0.0","0.0","0.0","0.0","127.18","-1.0"
"634","1994","18","Himachal Pradesh","Mandi","0.0","0.0","104.99","148.76","0.86","254.61","-1.0"
"634","1995","18","Himachal Pradesh","Mandi","0.0","0.0","99.02","203.48","3.29","305.78","-1.0"
"634","1996","18","Himachal Pradesh","Mandi","0.0","0.0","151.52","157.32","1.42","310.27","-1.0"
"634","2008","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","175.62","-1.0"
"634","2009","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","180.63","-1.0"
"634","2010","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","199.84","-1.0"
"634","2011","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","224.06","-1.0"
"634","2012","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","234.5","-1.0"
"634","2013","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","253.61","-1.0"
"634","2014","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","344.54","-1.0"
"634","2015","18","Himachal Pradesh","Mandi","0.0","0.0","0.0","0.0","0.0","304.62","-1.0"
"635","1994","18","Himachal Pradesh","Shimla","0.0","0.0","184.13","797.35","91.22","1072.7","-1.0"
"635","1995","18","Himachal Pradesh","Shimla","0.0","0.0","323.04","813.54","79.34","1215.92","-1.0"
"635","1996","18","Himachal Pradesh","Shimla","0.0","0.0","218.93","672.66","91.04","982.63","-1.0"
"635","2008","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","1186.98","-1.0"
"635","2009","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","994.71","-1.0"
"635","2010","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","981.47","-1.0"
"635","2011","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","1080.27","-1.0"
"635","2012","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","1054.89","-1.0"
"635","2013","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","942.12","-1.0"
"635","2014","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","1006.95","-1.0"
"635","2015","18","Himachal Pradesh","Shimla","0.0","0.0","0.0","0.0","0.0","1121.36","-1.0"
"636","1994","18","Himachal Pradesh","Sirmaur","0.0","0.0","62.49","192.9","60.39","315.78","-1.0"
"636","1995","18","Himachal Pradesh","Sirmaur","0.0","0.0","14.32","75.72","42.94","132.98","-1.0"
"636","1996","18","Himachal Pradesh","Sirmaur","0.0","0.0","40.42","101.49","9.43","151.34","-1.0"
"636","2008","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","101.81","-1.0"
"636","2009","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","93.35","-1.0"
"636","2010","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","109.21","-1.0"
"636","2011","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","128.58","-1.0"
"636","2012","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","127.02","-1.0"
"636","2013","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","136.59","-1.0"
"636","2014","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","110.88","-1.0"
"636","2015","18","Himachal Pradesh","Sirmaur","0.0","0.0","0.0","0.0","0.0","96.44","-1.0"
"651","1994","19","Kerala","Alappuzha","0.0","0.0","0.0","0.0","0.0","1888.0","-1.0"
"651","1995","19","Kerala","Alappuzha","0.0","0.0","0.0","0.0","0.0","1936.0","-1.0"
"651","1996","19","Kerala","Alappuzha","0.0","0.0","0.0","0.0","0.0","1980.0","-1.0"
"651","1997","19","Kerala","Alappuzha","0.0","0.0","0.0","0.0","0.0","2615.0","-1.0"
"651","1998","19","Kerala","Alappuzha","0.0","0.0","0.0","0.0","0.0","2600.0","-1.0"
"651","1999","19","Kerala","Alappuzha","1294.0","592.0","0.0","173.0","26.0","2172.0","-1.0"
"651","2000","19","Kerala","Alappuzha","1524.0","754.0","0.0","384.0","37.0","2699.0","-1.0"
"651","2002","19","Kerala","Alappuzha","1545.0","661.0","0.0","428.0","55.0","2689.0","-1.0"
"651","2003","19","Kerala","Alappuzha","2684.0","443.0","0.0","419.0","69.0","3615.0","2562.0"
"651","2004","19","Kerala","Alappuzha","2859.0","571.0","0.0","442.0","83.0","3955.0","895.0"
"651","2005","19","Kerala","Alappuzha","2648.0","814.0","0.0","499.0","183.0","4144.0","1538.0"
"651","2006","19","Kerala","Alappuzha","2728.0","1839.0","0.0","383.0","142.0","5092.0","1792.0"
"651","2007","19","Kerala","Alappuzha","2292.0","2206.0","0.0","338.0","131.0","4967.0","1947.0"
"651","2008","19","Kerala","Alappuzha","4136.0","3942.0","0.0","613.0","120.0","8811.0","2049.0"
"651","2009","19","Kerala","Alappuzha","4421.84","4280.42","0.0","622.59","166.7","9491.56","2501.0"
"651","2010","19","Kerala","Alappuzha","4204.4","3791.65","0.0","0.0","112.05","8704.01","2566.0"
"651","2011","19","Kerala","Alappuzha","7636.0","7089.0","0.0","0.0","1180.7","17099.7","14548.8"
"652","1994","19","Kerala","Kannur","0.0","0.0","0.0","0.0","0.0","5005.74","-1.0"
"652","1995","19","Kerala","Kannur","0.0","0.0","0.0","0.0","0.0","5109.44","-1.0"
"652","1996","19","Kerala","Kannur","0.0","0.0","0.0","0.0","0.0","5219.37","-1.0"
"652","1997","19","Kerala","Kannur","0.0","0.0","0.0","0.0","0.0","5836.4","-1.0"
"652","1998","19","Kerala","Kannur","0.0","0.0","0.0","0.0","0.0","6092.93","-1.0"
"652","1999","19","Kerala","Kannur","3021.31","912.44","0.0","505.59","53.03","4492.37","-1.0"
"652","2000","19","Kerala","Kannur","2006.1","931.42","0.0","446.24","94.97","3478.72","-1.0"
"652","2002","19","Kerala","Kannur","2349.5","873.26","0.0","890.86","130.61","4244.24","-1.0"
"652","2003","19","Kerala","Kannur","3137.59","1040.34","0.0","1494.53","208.84","5881.31","2588.89"
"652","2004","19","Kerala","Kannur","4764.33","1179.17","0.0","1164.75","828.08","7936.34","2227.25"
"652","2005","19","Kerala","Kannur","4003.45","1654.64","0.0","1052.86","752.63","7463.58","2100.67"
"652","2006","19","Kerala","Kannur","3485.74","2608.57","0.0","715.21","447.82","7257.34","1600.79"
"652","2007","19","Kerala","Kannur","3512.09","2754.96","0.0","656.38","280.23","7204.66","1507.13"
"652","2008","19","Kerala","Kannur","4558.51","3530.38","0.0","831.89","185.79","9106.57","1156.98"
"652","2009","19","Kerala","Kannur","3580.83","2706.74","0.0","639.17","98.04","7024.21","1278.9"
"652","2010","19","Kerala","Kannur","2796.68","2112.82","0.0","0.0","76.75","5400.28","1495.26"
"652","2011","19","Kerala","Kannur","11238.8","4324.52","0.0","0.0","2013.36","19154.71","29513.63"
"653","1994","19","Kerala","Eranakulam","0.0","0.0","0.0","0.0","0.0","5129.0","-1.0"
"653","1995","19","Kerala","Eranakulam","0.0","0.0","0.0","0.0","0.0","5237.2","-1.0"
"653","1996","19","Kerala","Eranakulam","0.0","0.0","0.0","0.0","0.0","5358.6","-1.0"
"653","1997","19","Kerala","Eranakulam","0.0","0.0","0.0","0.0","0.0","7893.0","-1.0"
"653","1998","19","Kerala","Eranakulam","0.0","0.0","0.0","0.0","0.0","8047.6","-1.0"
"653","1999","19","Kerala","Eranakulam","6607.0","2002.8","0.0","361.6","404.2","9375.6","-1.0"
"653","2000","19","Kerala","Eranakulam","6061.0","1773.0","0.0","497.8","527.6","8859.4","-1.0"
"653","2002","19","Kerala","Eranakulam","6254.8","1594.4","0.0","786.6","615.6","9251.4","-1.0"
"653","2003","19","Kerala","Eranakulam","5347.6","1760.2","0.0","791.0","752.4","8651.2","2469.6"
"653","2004","19","Kerala","Eranakulam","5600.8","2037.2","0.0","988.4","1173.6","9800.0","2449.0"
"653","2005","19","Kerala","Eranakulam","5049.6","2522.6","0.0","1040.6","1415.4","10028.2","3300.6"
"653","2006","19","Kerala","Eranakulam","5136.0","3316.4","0.0","939.6","1586.8","10978.8","1326.2"
"653","2007","19","Kerala","Eranakulam","4949.6","5087.2","0.0","920.8","1339.8","12297.6","1438.2"
"653","2008","19","Kerala","Eranakulam","9891.4","10059.0","0.0","1693.6","1540.2","23184.2","1000.4"
"653","2009","19","Kerala","Eranakulam","9673.05","9631.66","0.0","1534.01","1607.9","22446.6","927.4"
"653","2010","19","Kerala","Eranakulam","8665.85","8876.02","0.0","0.0","1626.88","20593.65","492.2"
"653","2011","19","Kerala","Eranakulam","11734.0","16463.0","0.0","0.0","5640.8","36522.2","15564.86"
"655","1994","19","Kerala","Kottayam","0.0","0.0","0.0","0.0","0.0","4374.0","-1.0"
"655","1995","19","Kerala","Kottayam","0.0","0.0","0.0","0.0","0.0","4494.8","-1.0"
"655","1996","19","Kerala","Kottayam","0.0","0.0","0.0","0.0","0.0","4595.4","-1.0"
"655","1997","19","Kerala","Kottayam","0.0","0.0","0.0","0.0","0.0","4121.0","-1.0"
"655","1998","19","Kerala","Kottayam","0.0","0.0","0.0","0.0","0.0","4307.4","-1.0"
"655","1999","19","Kerala","Kottayam","2470.0","1225.2","0.0","647.4","283.8","4626.4","-1.0"
"655","2000","19","Kerala","Kottayam","2743.0","1215.0","0.0","393.2","551.4","4902.6","-1.0"
"655","2002","19","Kerala","Kottayam","2932.2","1015.6","0.0","549.4","614.4","5111.6","-1.0"
"655","2003","19","Kerala","Kottayam","4644.4","1042.8","0.0","678.0","841.6","7206.8","5531.4"
"655","2004","19","Kerala","Kottayam","4880.2","1141.8","0.0","723.6","1699.4","8445.0","2897.0"
"655","2005","19","Kerala","Kottayam","3377.4","1600.4","0.0","737.4","1236.6","6951.8","4941.4"
"655","2006","19","Kerala","Kottayam","3059.0","2662.6","0.0","445.4","1130.2","7297.2","3210.8"
"655","2007","19","Kerala","Kottayam","2608.4","2881.8","0.0","390.2","876.2","6757.4","3234.8"
"655","2008","19","Kerala","Kottayam","4427.6","5442.0","0.0","593.4","1080.8","11543.8","2457.6"
"655","2009","19","Kerala","Kottayam","4291.28","5060.25","0.0","562.21","1076.62","10990.4","2103.6"
"655","2010","19","Kerala","Kottayam","4449.1","5085.64","0.0","0.0","1132.85","11235.39","2256.8"
"655","2011","19","Kerala","Kottayam","12865.0","10966.0","0.0","0.0","4634.7","29611.3","22882.44"
"656","1994","19","Kerala","Kozhikode","0.0","0.0","0.0","0.0","0.0","2018.26","-1.0"
"656","1995","19","Kerala","Kozhikode","0.0","0.0","0.0","0.0","0.0","2057.56","-1.0"
"656","1996","19","Kerala","Kozhikode","0.0","0.0","0.0","0.0","0.0","2101.63","-1.0"
"656","1997","19","Kerala","Kozhikode","0.0","0.0","0.0","0.0","0.0","1997.6","-1.0"
"656","1998","19","Kerala","Kozhikode","0.0","0.0","0.0","0.0","0.0","2169.07","-1.0"
"656","1999","19","Kerala","Kozhikode","1592.69","530.56","0.0","366.41","122.97","2612.63","-1.0"
"656","2000","19","Kerala","Kozhikode","1960.9","1127.58","0.0","660.76","155.03","3904.28","-1.0"
"656","2002","19","Kerala","Kozhikode","2066.5","995.74","0.0","782.14","155.39","3999.76","-1.0"
"656","2003","19","Kerala","Kozhikode","3380.41","878.66","0.0","744.47","217.16","5220.69","1817.11"
"656","2004","19","Kerala","Kozhikode","3650.67","994.83","0.0","829.25","330.92","5805.66","2611.75"
"656","2005","19","Kerala","Kozhikode","3017.55","1496.36","0.0","613.14","404.37","5531.42","2029.33"
"656","2006","19","Kerala","Kozhikode","2825.26","2041.43","0.0","494.79","243.18","5604.66","650.21"
"656","2007","19","Kerala","Kozhikode","2336.91","2128.04","0.0","442.62","171.77","5078.34","696.87"
"656","2008","19","Kerala","Kozhikode","5276.49","3484.62","0.0","810.11","125.21","9696.43","714.02"
"656","2009","19","Kerala","Kozhikode","3960.31","3160.33","0.0","730.4","81.99","7932.79","750.1"
"656","2010","19","Kerala","Kozhikode","3610.65","3036.85","0.0","0.0","88.0","7250.27","909.74"
"656","2011","19","Kerala","Kozhikode","10489.2","7051.48","0.0","0.0","3945.94","22900.89","20784.47"
"657","1994","19","Kerala","Malappuram","0.0","0.0","0.0","0.0","0.0","3393.0","-1.0"
"657","1995","19","Kerala","Malappuram","0.0","0.0","0.0","0.0","0.0","3465.0","-1.0"
"657","1996","19","Kerala","Malappuram","0.0","0.0","0.0","0.0","0.0","3539.0","-1.0"
"657","1997","19","Kerala","Malappuram","0.0","0.0","0.0","0.0","0.0","2636.0","-1.0"
"657","1998","19","Kerala","Malappuram","0.0","0.0","0.0","0.0","0.0","2795.0","-1.0"
"657","1999","19","Kerala","Malappuram","2279.0","940.0","0.0","877.0","3.0","4099.0","-1.0"
"657","2000","19","Kerala","Malappuram","2746.0","1445.0","0.0","776.0","3.0","4970.0","-1.0"
"657","2002","19","Kerala","Malappuram","2856.0","1293.0","0.0","770.0","61.0","4980.0","-1.0"
"657","2003","19","Kerala","Malappuram","3569.0","1735.0","0.0","1069.0","11.0","6384.0","1460.0"
"657","2004","19","Kerala","Malappuram","5259.0","1754.0","0.0","1072.0","11.0","8096.0","2281.0"
"657","2005","19","Kerala","Malappuram","4671.0","2199.0","0.0","913.0","14.0","7797.0","2500.0"
"657","2006","19","Kerala","Malappuram","4182.0","2889.0","0.0","725.0","14.0","7810.0","2113.0"
"657","2007","19","Kerala","Malappuram","4406.0","4359.0","0.0","789.0","5.0","9558.0","1990.0"
"657","2008","19","Kerala","Malappuram","7755.0","8184.0","0.0","1246.0","0.0","17185.0","1872.0"
"657","2009","19","Kerala","Malappuram","6317.28","6703.11","0.0","975.34","17.59","14013.0","2572.0"
"657","2010","19","Kerala","Malappuram","9680.05","9207.03","0.0","0.0","0.0","20271.55","2127.0"
"657","2011","19","Kerala","Malappuram","17726.0","18633.0","0.0","0.0","0.0","39201.0","14565.6"
"658","1994","19","Kerala","Palakkad","0.0","0.0","0.0","0.0","0.0","2954.0","-1.0"
"658","1995","19","Kerala","Palakkad","0.0","0.0","0.0","0.0","0.0","3013.0","-1.0"
"658","1996","19","Kerala","Palakkad","0.0","0.0","0.0","0.0","0.0","3082.0","-1.0"
"658","1997","19","Kerala","Palakkad","0.0","0.0","0.0","0.0","0.0","2225.0","-1.0"
"658","1998","19","Kerala","Palakkad","0.0","0.0","0.0","0.0","0.0","2202.0","-1.0"
"658","1999","19","Kerala","Palakkad","928.0","264.0","0.0","405.0","1.0","1598.0","-1.0"
"658","2000","19","Kerala","Palakkad","1016.0","283.0","0.0","291.0","3.0","1593.0","-1.0"
"658","2002","19","Kerala","Palakkad","1099.0","242.0","0.0","298.0","43.0","1682.0","-1.0"
"658","2003","19","Kerala","Palakkad","370.0","201.0","0.0","106.0","17.0","694.0","480.0"
"658","2004","19","Kerala","Palakkad","498.0","269.0","0.0","96.0","22.0","885.0","444.0"
"658","2005","19","Kerala","Palakkad","404.0","403.0","0.0","87.0","19.0","913.0","481.0"
"658","2006","19","Kerala","Palakkad","261.0","217.0","0.0","88.0","6.0","572.0","955.0"
"658","2007","19","Kerala","Palakkad","135.0","137.0","0.0","42.0","0.0","315.0","1103.0"
"658","2008","19","Kerala","Palakkad","834.0","367.0","0.0","288.0","7.0","1496.0","793.0"
"658","2009","19","Kerala","Palakkad","1963.0","1805.51","0.0","601.94","24.12","4395.0","845.0"
"658","2010","19","Kerala","Palakkad","2020.66","848.84","0.0","0.0","4.01","3254.56","1255.0"
"658","2011","19","Kerala","Palakkad","5981.23","2257.0","0.0","0.0","803.0","10637.23","13785.9"
"659","1994","19","Kerala","Kollam","0.0","0.0","0.0","0.0","0.0","3952.0","-1.0"
"659","1995","19","Kerala","Kollam","0.0","0.0","0.0","0.0","0.0","4062.0","-1.0"
"659","1996","19","Kerala","Kollam","0.0","0.0","0.0","0.0","0.0","4153.0","-1.0"
"659","1997","19","Kerala","Kollam","0.0","0.0","0.0","0.0","0.0","4047.0","-1.0"
"659","1998","19","Kerala","Kollam","0.0","0.0","0.0","0.0","0.0","4145.0","-1.0"
"659","1999","19","Kerala","Kollam","3247.0","953.0","0.0","754.0","31.0","4985.0","-1.0"
"659","2000","19","Kerala","Kollam","3415.0","954.0","0.0","1028.0","8.0","5405.0","-1.0"
"659","2002","19","Kerala","Kollam","3506.0","860.0","0.0","1209.0","80.0","5655.0","-1.0"
"659","2003","19","Kerala","Kollam","4392.0","796.0","0.0","919.0","80.0","6187.0","977.0"
"659","2004","19","Kerala","Kollam","3476.0","1059.0","0.0","866.0","80.0","5481.0","979.0"
"659","2005","19","Kerala","Kollam","5978.0","1493.0","0.0","1270.0","83.0","8824.0","1352.0"
"659","2006","19","Kerala","Kollam","6825.0","2112.0","0.0","1166.0","97.0","10200.0","1868.0"
"659","2007","19","Kerala","Kollam","5972.0","2962.0","0.0","1078.0","113.0","10125.0","1726.0"
"659","2008","19","Kerala","Kollam","12610.0","6816.0","0.0","2092.0","95.0","21613.0","1361.0"
"659","2009","19","Kerala","Kollam","10242.48","6403.33","0.0","1623.13","48.42","18318.0","1550.0"
"659","2010","19","Kerala","Kollam","12560.66","7944.38","0.0","0.0","24.93","22603.65","1941.0"
"659","2011","19","Kerala","Kollam","17673.81","15163.0","0.0","0.0","681.3","37359.11","24914.7"
"660","1994","19","Kerala","Thrissur","0.0","0.0","0.0","0.0","0.0","3200.0","-1.0"
"660","1995","19","Kerala","Thrissur","0.0","0.0","0.0","0.0","0.0","3271.0","-1.0"
"660","1996","19","Kerala","Thrissur","0.0","0.0","0.0","0.0","0.0","3345.0","-1.0"
"660","1997","19","Kerala","Thrissur","0.0","0.0","0.0","0.0","0.0","4002.0","-1.0"
"660","1998","19","Kerala","Thrissur","0.0","0.0","0.0","0.0","0.0","4122.0","-1.0"
"660","1999","19","Kerala","Thrissur","2226.0","1172.0","0.0","317.0","237.0","3952.0","-1.0"
"660","2000","19","Kerala","Thrissur","1687.0","897.0","0.0","243.0","185.0","3012.0","-1.0"
"660","2002","19","Kerala","Thrissur","1787.0","729.0","0.0","266.0","187.0","2969.0","-1.0"
"660","2003","19","Kerala","Thrissur","1012.0","407.0","0.0","161.0","264.0","1844.0","20785.0"
"660","2004","19","Kerala","Thrissur","944.0","483.0","0.0","171.0","243.0","1841.0","17381.0"
"660","2005","19","Kerala","Thrissur","848.0","692.0","0.0","147.0","251.0","1938.0","8815.0"
"660","2006","19","Kerala","Thrissur","1180.0","1207.0","0.0","230.0","357.0","2974.0","1991.0"
"660","2007","19","Kerala","Thrissur","950.0","849.0","0.0","226.0","277.0","2301.0","2701.0"
"660","2008","19","Kerala","Thrissur","2486.0","1784.0","0.0","397.0","375.0","5042.0","1585.0"
"660","2009","19","Kerala","Thrissur","3043.18","1323.68","0.0","344.63","280.69","4992.0","2118.0"
"660","2010","19","Kerala","Thrissur","3214.01","1786.73","0.0","0.0","548.37","6006.04","2102.0"
"660","2011","19","Kerala","Thrissur","6926.74","5663.0","0.0","0.0","3814.4","17847.14","13682.3"
"661","1994","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0","0.0","0.0","2603.0","-1.0"
"661","1995","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0","0.0","0.0","2678.0","-1.0"
"661","1996","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0","0.0","0.0","2738.0","-1.0"
"661","1997","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0","0.0","0.0","2729.0","-1.0"
"661","1998","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0","0.0","0.0","2799.0","-1.0"
"661","1999","19","Kerala","Thiruvananthapuram","1928.0","414.0","0.0","341.0","29.0","2712.0","-1.0"
"661","2000","19","Kerala","Thiruvananthapuram","1467.0","327.0","0.0","292.0","26.0","2112.0","-1.0"
"661","2002","19","Kerala","Thiruvananthapuram","1501.0","373.0","0.0","296.0","52.0","2222.0","-1.0"
"661","2003","19","Kerala","Thiruvananthapuram","1326.0","317.0","0.0","314.0","24.0","1981.0","657.0"
"661","2004","19","Kerala","Thiruvananthapuram","1249.0","357.0","0.0","324.0","14.0","1944.0","539.0"
"661","2005","19","Kerala","Thiruvananthapuram","1361.0","603.0","0.0","346.0","20.0","2330.0","553.0"
"661","2006","19","Kerala","Thiruvananthapuram","1376.0","564.0","0.0","368.0","20.0","2328.0","676.0"
"661","2007","19","Kerala","Thiruvananthapuram","911.0","423.0","0.0","247.0","7.0","1588.0","1046.0"
"661","2008","19","Kerala","Thiruvananthapuram","1436.0","863.0","0.0","344.0","26.0","2669.0","861.0"
"661","2009","19","Kerala","Thiruvananthapuram","1311.14","745.5","0.0","346.71","19.46","2423.0","836.0"
"661","2010","19","Kerala","Thiruvananthapuram","1761.45","895.76","0.0","0.0","12.6","3080.95","956.0"
"661","2011","19","Kerala","Thiruvananthapuram","6166.0","3729.0","0.0","0.0","519.6","11605.6","13368.8"
"701","1994","8","Orissa","Balasore","1058.81","0.0","1064.82","1094.32","224.49","3442.44","-1.0"
"701","1995","8","Orissa","Balasore","837.97","0.0","1098.67","1104.25","236.84","3277.73","-1.0"
"701","1996","8","Orissa","Balasore","1246.54","0.0","912.73","1450.91","246.98","3857.16","-1.0"
"701","1997","8","Orissa","Balasore","0.0","0.0","0.0","0.0","0.0","3624.0","-1.0"
"701","1998","8","Orissa","Balasore","574.06","0.0","357.28","2205.65","197.62","3334.61","-1.0"
"701","1999","8","Orissa","Balasore","839.5","0.0","304.04","2269.32","99.37","3512.23","-1.0"
"701","2000","8","Orissa","Balasore","749.0","0.0","399.0","2086.0","199.0","3433.0","-1.0"
"701","2001","8","Orissa","Balasore","0.0","0.0","372.28","2381.87","228.18","2982.33","-1.0"
"701","2002","8","Orissa","Balasore","0.0","0.0","603.86","2510.81","191.95","3306.62","-1.0"
"701","2003","8","Orissa","Balasore","102.84","0.0","808.96","2879.8","402.78","4194.39","-1.0"
"701","2004","8","Orissa","Balasore","0.0","0.0","0.0","0.0","0.0","3328.43","-1.0"
"701","2005","8","Orissa","Balasore","3.57","0.0","512.53","3119.61","775.58","4407.72","-1.0"
"701","2006","8","Orissa","Balasore","25.0","0.0","467.5","3122.31","901.2","4516.01","-1.0"
"701","2007","8","Orissa","Balasore","10.17","0.0","514.97","2938.04","1047.3","4510.48","-1.0"
"701","2008","8","Orissa","Balasore","8.46","0.0","527.05","3055.73","1275.23","4866.46","-1.0"
"701","2009","8","Orissa","Balasore","0.0","0.0","611.6","3228.08","1748.41","5588.09","-1.0"
"701","2010","8","Orissa","Balasore","0.0","0.0","643.2","3493.34","1864.44","6000.98","-1.0"
"701","2011","8","Orissa","Balasore","0.0","0.0","616.7","3671.59","1762.71","6051.0","-1.0"
"701","2012","8","Orissa","Balasore","0.0","0.0","593.25","3847.02","1646.68","6086.96","-1.0"
"701","2013","8","Orissa","Balasore","0.0","0.0","0.0","0.0","0.0","6393.41","-1.0"
"701","2014","8","Orissa","Balasore","0.0","0.0","0.0","0.0","0.0","6979.65","-1.0"
"702","1994","8","Orissa","Bolangir","0.0","0.0","648.84","666.81","136.79","1452.44","-1.0"
"702","1995","8","Orissa","Bolangir","0.0","0.0","612.25","672.88","127.07","1412.2","-1.0"
"702","1996","8","Orissa","Bolangir","0.0","0.0","556.16","884.17","150.47","1590.8","-1.0"
"702","1997","8","Orissa","Bolangir","0.0","0.0","0.0","0.0","0.0","1402.0","-1.0"
"702","1998","8","Orissa","Bolangir","0.0","0.0","651.54","1081.28","160.09","1892.91","-1.0"
"702","1999","8","Orissa","Bolangir","102.62","0.0","702.7","1039.5","45.85","1890.67","-1.0"
"702","2000","8","Orissa","Bolangir","0.0","0.0","638.0","1133.0","168.0","1939.0","-1.0"
"702","2001","8","Orissa","Bolangir","0.0","0.0","675.8","1494.51","191.2","2361.52","-1.0"
"702","2002","8","Orissa","Bolangir","0.0","0.0","727.98","1523.32","217.94","2469.25","-1.0"
"702","2003","8","Orissa","Bolangir","0.0","0.0","452.59","1611.14","225.34","2289.07","-1.0"
"702","2004","8","Orissa","Bolangir","0.0","0.0","0.0","0.0","0.0","2495.51","-1.0"
"702","2005","8","Orissa","Bolangir","0.0","0.0","412.7","1851.48","151.02","2415.2","-1.0"
"702","2006","8","Orissa","Bolangir","0.0","0.0","529.4","1949.15","170.64","2649.19","-1.0"
"702","2007","8","Orissa","Bolangir","0.0","0.0","583.14","2458.38","198.31","3239.83","-1.0"
"702","2008","8","Orissa","Bolangir","0.0","0.0","596.82","2556.85","241.47","3395.14","-1.0"
"702","2009","8","Orissa","Bolangir","0.0","0.0","692.57","2701.07","331.07","3724.7","-1.0"
"702","2010","8","Orissa","Bolangir","0.0","0.0","728.35","2923.02","353.04","4004.41","-1.0"
"702","2011","8","Orissa","Bolangir","0.0","0.0","698.34","3072.17","333.77","4104.29","-1.0"
"702","2012","8","Orissa","Bolangir","0.0","0.0","671.79","3218.96","311.8","4202.56","-1.0"
"702","2013","8","Orissa","Bolangir","0.0","0.0","0.0","0.0","0.0","4468.57","-1.0"
"702","2014","8","Orissa","Bolangir","0.0","0.0","0.0","0.0","0.0","4878.32","-1.0"
"703","1994","8","Orissa","Cuttack","1234.99","0.0","2100.73","2155.84","442.25","5933.81","-1.0"
"703","1995","8","Orissa","Cuttack","2808.84","0.0","2165.8","2175.39","410.91","7560.94","-1.0"
"703","1996","8","Orissa","Cuttack","1288.69","0.0","1798.16","2858.52","486.56","6431.93","-1.0"
"703","1997","8","Orissa","Cuttack","0.0","0.0","0.0","0.0","0.0","13740.0","-1.0"
"703","1998","8","Orissa","Cuttack","1092.64","0.0","1278.56","4445.76","352.46","7169.42","-1.0"
"703","1999","8","Orissa","Cuttack","1354.66","0.0","1563.41","3806.81","193.7","6918.58","-1.0"
"703","2000","8","Orissa","Cuttack","737.0","0.0","1486.0","4801.0","351.0","7375.0","-1.0"
"703","2001","8","Orissa","Cuttack","0.0","0.0","1296.43","4839.69","402.56","6538.69","-1.0"
