"Dist Code","Year","State Code","State Name","Dist Name","CATTLE TOTAL (1000 Number)","CATTLE ADULT MALE (1000 Number)","CATTLE ADULT FEMALE (1000 Number)","CATTLE YOUNG MALE (1000 Number)","CATTLE YOUNG FEMALE (1000 Number)","CATTLE YOUNG TOTAL (1000 Number)","CATTLE SHARE IN LARGE RUMINANT (Percent)","BUFFALO TOTAL (1000 Number)","BUFFALO ADULT MALE (1000 Number)","BUFFALO ADULT FEMALE (1000 Number)","BUFFALO YOUNG MALE (1000 Number)","BUFFALO YOUNG FEMALE (1000 Number)","BUFFALO YOUNG TOTAL (1000 Number)","BUFFALO SHARE IN LARGE RUMINANT (Percent)","SHEEP TOTAL (1000 Number)","SHEEP SHARE IN SMALL RUMINANT (Percent)","GOATS TOTAL (1000 Number)","GOATS SHARE IN SMALL RUMINANT (Percent)","HORSES TOTAL (1000 Number)","DONKEYS TOTAL (1000 Number)","CAMELS TOTAL (1000 Number)","PIGS TOTAL (1000 Number)","LIVESTOCK TOTAL (1000 Number)","POULTRY TOTAL (1000 Number)"
"11","1966","6","Madhya Pradesh","Seoni / Shivani","434.31","178.09","113.61","63.91","78.71","142.61","86.35","68.63","1.79","33.77","12.78","20.3","33.08","13.65","0.5","0.75","65.97","99.25","3.6","0.18","0.0","5.34","578.53","159.81"
"11","1972","6","Madhya Pradesh","Seoni / Shivani","487.29","195.22","130.25","75.54","86.28","161.81","84.96","86.24","10.39","38.37","14.72","22.77","37.49","15.04","0.3","0.41","72.92","99.59","4.3","0.17","0.0","6.64","657.85","172.06"
"11","1977","6","Madhya Pradesh","Seoni / Shivani","471.03","186.86","129.65","72.5","82.02","154.52","83.9","90.36","13.28","39.54","15.11","22.44","37.55","16.1","1.0","1.41","70.0","98.59","3.0","0.0","0.0","5.0","640.4","201.29"
"11","1982","6","Madhya Pradesh","Seoni / Shivani","492.49","191.5","134.87","77.61","88.5","166.12","84.33","91.49","9.62","40.93","15.76","25.18","40.94","15.67","0.52","0.45","115.51","99.55","3.34","0.14","0.0","6.93","710.41","215.91"
"11","1987","6","Madhya Pradesh","Seoni / Shivani","525.61","199.72","149.26","86.27","90.36","176.63","82.99","107.74","11.34","47.45","20.56","28.39","48.95","17.01","0.25","0.22","115.73","99.78","2.66","0.04","0.0","8.13","760.15","160.79"
"11","1992","6","Madhya Pradesh","Seoni / Shivani","498.74","194.97","141.47","79.2","83.11","162.3","82.97","102.38","10.91","47.19","17.95","26.33","44.28","17.03","0.35","0.3","116.03","99.7","1.54","0.1","0.0","8.58","727.72","178.46"
"11","1997","6","Madhya Pradesh","Seoni / Shivani","513.47","206.05","141.05","0.0","0.0","166.37","81.73","114.8","11.61","51.47","0.0","0.0","51.72","18.27","0.17","0.13","129.99","99.87","1.41","0.08","0.0","8.33","768.25","204.85"
"11","2003","6","Madhya Pradesh","Seoni / Shivani","425.92","191.97","114.2","31.56","88.2","119.75","77.21","125.75","17.92","56.57","14.22","37.04","51.27","22.79","0.39","0.25","158.34","99.75","0.49","0.08","0.0","3.94","714.91","254.66"
"11","2007","6","Madhya Pradesh","Seoni / Shivani","539.77","241.38","157.51","65.09","75.79","140.88","81.36","123.65","6.41","65.32","20.74","31.18","51.93","18.64","0.18","0.11","170.74","99.89","0.23","0.08","0.0","3.12","837.77","200.21"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","512.69","233.8","139.61","46.02","93.26","139.27","80.41","124.94","7.16","60.65","18.11","39.03","57.14","19.59","0.05","0.03","172.5","99.97","0.15","0.02","0.0","3.71","814.06","363.75"
"11","2019","6","Madhya Pradesh","Seoni / Shivani","445.61","169.14","132.67","44.73","99.08","143.8","79.64","113.91","7.07","51.73","12.82","42.29","55.11","20.36","0.09","0.04","214.52","99.96","0.0","0.0","0.0","1.54","775.67","0.0"
"12","1966","6","Madhya Pradesh","Mandla","639.39","230.66","190.13","94.73","123.88","218.6","82.35","137.07","37.86","50.42","20.81","27.98","48.8","17.65","2.3","2.36","95.11","97.64","9.98","0.02","0.0","8.11","892.02","254.21"
"12","1972","6","Madhya Pradesh","Mandla","644.72","234.16","200.57","93.23","116.75","209.98","83.94","123.32","31.91","47.91","18.41","25.09","43.5","16.06","1.89","2.23","82.91","97.77","10.35","0.0","0.0","12.03","875.22","335.21"
"12","1977","6","Madhya Pradesh","Mandla","654.17","242.66","205.77","92.33","113.4","205.73","84.29","121.88","36.34","45.32","17.49","22.74","40.23","15.71","2.0","2.08","94.0","97.92","10.0","0.0","0.0","14.0","896.05","286.74"
"12","1982","6","Madhya Pradesh","Mandla","636.35","224.6","203.32","94.82","113.61","208.43","84.45","117.21","32.83","43.07","17.7","23.61","41.31","15.55","1.87","1.61","114.54","98.39","8.85","0.25","0.0","12.08","891.2","270.75"
"12","1987","6","Madhya Pradesh","Mandla","713.93","267.04","215.29","106.53","125.08","231.61","84.02","135.83","38.26","47.45","23.1","27.02","50.12","15.98","1.88","1.65","112.3","98.35","9.23","0.07","0.0","16.82","990.06","229.4"
"12","1992","6","Madhya Pradesh","Mandla","709.11","276.79","219.69","99.42","113.21","212.63","83.01","145.16","41.7","47.43","25.07","30.96","56.03","16.99","1.25","1.04","119.35","98.96","7.47","0.0","0.0","22.97","1005.31","246.58"
"12","1997","6","Madhya Pradesh","Mandla","721.69","299.0","213.01","0.0","0.0","209.69","82.19","156.42","46.41","50.51","0.0","0.0","59.5","17.81","1.41","1.03","134.94","98.97","7.4","0.81","0.0","33.41","1056.08","304.12"
"12","2003","6","Madhya Pradesh","Mandla","724.51","323.94","181.54","96.24","122.8","219.04","85.97","118.22","39.91","38.58","15.65","24.08","39.73","14.03","1.0","0.62","160.22","99.38","3.04","0.25","0.12","34.26","1041.62","467.15"
"12","2007","6","Madhya Pradesh","Mandla","953.77","455.58","260.64","110.04","127.5","237.54","86.62","147.32","47.48","56.85","18.34","24.65","42.99","13.38","0.72","0.36","199.19","99.64","2.24","0.07","0.0","13.57","1316.88","403.42"
"12","2012","6","Madhya Pradesh","Mandla","769.21","392.8","182.73","67.05","126.63","193.68","88.72","97.84","32.82","32.86","8.83","23.33","32.16","11.28","0.2","0.14","143.33","99.86","1.19","0.39","0.09","9.05","1021.3","258.84"
"12","2019","6","Madhya Pradesh","Mandla","934.27","498.43","209.12","66.96","159.77","226.73","86.57","144.94","42.65","51.17","11.61","39.52","51.12","13.43","0.41","0.22","184.99","99.78","0.0","0.0","0.0","21.62","1286.23","0.0"
"13","1966","6","Madhya Pradesh","Sagar","648.81","229.3","200.55","103.71","115.26","218.97","84.62","117.91","1.51","64.35","19.89","32.16","52.06","15.38","17.18","19.41","71.35","80.59","3.96","1.59","0.9","3.9","865.6","22.59"
"13","1972","6","Madhya Pradesh","Sagar","720.8","237.66","228.43","120.37","134.33","254.71","84.67","130.52","1.58","72.08","21.47","35.4","56.87","15.33","13.54","14.78","78.06","85.22","4.16","0.58","0.05","4.86","952.64","28.25"
"13","1977","6","Madhya Pradesh","Sagar","700.39","236.01","226.28","111.47","126.63","238.1","84.95","124.09","1.55","71.32","18.28","32.94","51.22","15.05","8.0","9.52","76.0","90.48","5.0","0.0","0.0","4.0","917.47","41.14"
"13","1982","6","Madhya Pradesh","Sagar","724.0","229.01","227.77","123.8","143.42","267.22","84.37","134.11","2.3","71.76","22.04","38.01","60.05","15.63","5.81","5.67","96.64","94.33","2.96","0.93","0.0","5.2","969.71","41.19"
"13","1987","6","Madhya Pradesh","Sagar","715.87","215.77","232.98","126.36","140.77","267.13","82.64","150.36","2.74","79.58","25.49","42.55","68.04","17.36","3.67","3.39","104.6","96.61","2.29","0.55","0.0","5.39","982.86","50.58"
"13","1992","6","Madhya Pradesh","Sagar","702.72","203.93","231.73","129.67","137.39","267.06","82.01","154.14","3.43","80.57","26.78","43.36","70.14","17.99","4.92","4.36","107.84","95.64","1.62","0.43","0.0","7.0","978.67","77.01"
"13","1997","6","Madhya Pradesh","Sagar","675.93","189.14","232.22","0.0","0.0","254.57","81.31","155.32","3.43","79.67","0.0","0.0","72.22","18.69","4.65","3.99","111.92","96.01","1.45","0.29","0.0","9.65","959.21","82.49"
"13","2003","6","Madhya Pradesh","Sagar","595.35","113.29","233.6","101.31","147.16","248.46","81.52","134.94","2.55","74.15","18.51","39.73","58.24","18.48","1.75","1.61","106.79","98.39","0.62","0.14","0.1","5.94","845.63","86.45"
"13","2007","6","Madhya Pradesh","Sagar","880.3","184.64","373.79","148.15","173.72","321.87","78.37","242.93","8.05","134.07","41.63","59.18","100.81","21.63","0.67","0.48","139.51","99.52","0.34","0.22","0.0","3.64","1267.61","93.39"
"13","2012","6","Madhya Pradesh","Sagar","802.82","113.5","371.13","96.89","221.3","318.19","78.98","213.71","8.03","112.81","26.7","66.16","92.87","21.02","1.33","0.94","140.63","99.06","0.45","0.05","0.01","5.84","1164.84","102.38"
"13","2019","6","Madhya Pradesh","Sagar","744.98","49.92","377.35","65.16","252.54","317.7","75.94","236.09","7.78","123.14","20.03","85.14","105.17","24.06","0.87","0.5","172.08","99.5","0.0","0.0","0.0","1.47","1155.49","0.0"
"14","1966","6","Madhya Pradesh","Damoh","435.49","151.95","134.02","70.15","79.38","149.53","85.94","71.24","2.15","36.88","12.79","19.42","32.21","14.06","7.1","10.7","59.24","89.3","1.94","0.89","0.0","5.15","581.09","19.09"
"14","1972","6","Madhya Pradesh","Damoh","459.34","157.43","142.89","76.19","82.85","159.03","86.58","71.18","1.84","37.83","12.7","18.82","31.51","13.42","8.7","11.69","65.75","88.31","1.94","0.64","0.0","5.87","613.44","22.51"
"14","1977","6","Madhya Pradesh","Damoh","456.2","155.3","142.76","72.93","85.21","158.14","86.75","69.68","2.81","36.93","11.2","18.73","29.93","13.25","6.0","7.41","75.0","92.59","2.0","0.0","0.0","5.0","613.88","28.34"
"14","1982","6","Madhya Pradesh","Damoh","487.87","157.69","153.3","82.52","94.36","176.88","86.03","79.21","2.39","40.62","14.34","21.86","36.2","13.97","10.46","10.45","89.59","89.55","1.35","0.5","0.0","6.99","676.0","32.47"
"14","1987","6","Madhya Pradesh","Damoh","482.71","152.37","150.82","86.43","93.09","179.52","85.21","83.81","2.88","42.09","15.53","23.32","38.84","14.79","6.15","6.52","88.13","93.48","0.98","0.5","0.01","8.02","670.39","34.26"
"14","1992","6","Madhya Pradesh","Damoh","448.22","136.69","144.37","81.78","85.39","167.17","84.33","83.26","2.39","41.56","15.95","23.36","39.31","15.67","5.81","6.2","87.86","93.8","0.7","0.68","0.0","8.0","634.53","42.05"
"14","1997","6","Madhya Pradesh","Damoh","478.92","143.41","152.85","0.0","0.0","182.66","83.14","97.15","3.12","47.55","0.0","0.0","46.48","16.86","5.56","4.77","110.94","95.23","0.74","0.6","0.0","9.04","702.95","47.47"
"14","2003","6","Madhya Pradesh","Damoh","515.12","102.92","164.83","125.59","121.78","247.37","83.58","101.22","0.88","51.19","11.96","37.2","49.16","16.42","7.17","6.68","100.15","93.32","0.91","0.79","0.0","8.26","733.62","32.75"
"14","2007","6","Madhya Pradesh","Damoh","591.15","124.32","243.26","106.59","116.98","223.57","81.87","130.88","4.23","70.52","24.58","31.56","56.14","18.13","5.5","5.5","94.43","94.5","0.1","0.26","0.0","1.47","823.79","58.9"
"14","2012","6","Madhya Pradesh","Damoh","558.85","122.57","229.95","67.49","138.83","206.32","83.97","106.72","4.75","54.93","14.23","32.82","47.04","16.03","3.63","2.89","121.82","97.11","0.25","0.05","0.0","5.42","796.74","45.83"
"14","2019","6","Madhya Pradesh","Damoh","480.11","46.03","238.76","30.26","165.06","195.32","77.71","137.72","3.47","73.72","9.03","51.49","60.52","22.29","2.41","1.57","151.18","98.43","0.0","0.0","0.0","3.83","775.24","0.0"
"15","1966","6","Madhya Pradesh","Tikamgarh","479.54","174.84","142.2","76.63","85.88","162.5","83.0","98.25","1.93","50.93","16.12","29.28","45.4","17.0","79.6","31.3","174.69","68.7","0.79","1.08","0.02","5.0","839.03","23.97"
"15","1972","6","Madhya Pradesh","Tikamgarh","514.37","193.84","155.94","77.64","86.95","164.59","82.28","110.77","2.37","58.23","19.5","30.67","50.17","17.72","75.27","30.34","172.8","69.66","0.53","0.59","0.04","6.68","881.05","34.37"
"15","1977","6","Madhya Pradesh","Tikamgarh","508.76","201.3","155.43","67.98","84.05","152.03","82.54","107.59","2.91","56.4","17.74","30.55","48.28","17.46","80.0","28.47","201.0","71.53","0.0","0.0","0.0","7.0","904.35","36.71"
"15","1982","6","Madhya Pradesh","Tikamgarh","518.49","204.07","153.93","77.33","83.16","160.49","81.25","119.68","3.32","60.4","22.39","33.58","55.97","18.75","85.88","29.24","207.83","70.76","0.43","0.72","0.12","9.58","942.76","58.75"
"15","1987","6","Madhya Pradesh","Tikamgarh","553.5","204.08","170.82","87.08","91.52","178.6","80.83","131.26","3.5","66.75","23.51","37.5","61.01","19.17","62.45","27.96","160.92","72.04","0.51","1.01","0.26","6.5","916.61","66.21"
"15","1992","6","Madhya Pradesh","Tikamgarh","517.65","187.13","157.81","90.1","82.62","172.71","78.8","139.23","3.19","71.38","23.66","41.0","64.66","21.2","71.17","27.68","185.98","72.32","0.5","0.7","0.15","8.09","923.47","65.23"
"15","1997","6","Madhya Pradesh","Tikamgarh","449.55","167.79","133.39","0.0","0.0","148.38","75.8","143.49","3.22","79.93","0.0","0.0","60.34","24.2","58.93","25.72","170.2","74.28","0.32","0.88","0.03","6.66","830.06","74.88"
"15","2003","6","Madhya Pradesh","Tikamgarh","438.1","177.22","133.79","55.58","71.51","127.09","70.66","181.9","3.76","96.88","23.3","57.97","81.27","29.34","44.24","13.56","282.01","86.44","0.52","0.83","0.01","7.47","955.08","128.13"
"15","2007","6","Madhya Pradesh","Tikamgarh","600.14","191.85","225.11","84.06","99.13","183.19","65.76","312.42","7.15","170.08","54.74","80.45","135.19","34.24","55.83","12.5","390.84","87.5","0.25","0.25","0.0","5.75","1365.48","105.77"
"15","2012","6","Madhya Pradesh","Tikamgarh","366.97","124.33","130.96","31.1","80.58","111.68","61.24","232.23","5.68","120.04","27.42","79.09","106.51","38.76","38.85","14.8","223.57","85.2","0.39","0.18","0.0","6.0","868.19","180.08"
"15","2019","6","Madhya Pradesh","Tikamgarh","307.21","47.57","141.07","13.64","104.92","118.56","49.28","316.15","4.88","165.21","13.56","132.5","146.06","50.72","35.66","8.92","364.23","91.08","0.0","0.0","0.0","4.34","1027.59","0.0"
"16","1966","6","Madhya Pradesh","Chhatarpur","648.08","232.42","212.7","94.82","108.15","202.96","80.45","157.45","4.76","85.81","24.6","42.29","66.89","19.55","75.83","23.8","242.73","76.2","1.18","1.23","0.03","12.39","1139.18","22.65"
"16","1972","6","Madhya Pradesh","Chhatarpur","705.15","245.19","238.75","107.24","113.97","221.21","80.21","174.02","4.46","95.5","30.32","43.75","74.06","19.79","61.59","19.13","260.43","80.87","1.07","1.13","0.04","15.24","1218.9","27.24"
"16","1977","6","Madhya Pradesh","Chhatarpur","682.76","255.18","231.64","92.55","103.4","195.95","80.93","160.87","7.4","87.92","25.38","40.17","65.55","19.07","66.0","18.28","295.0","81.72","1.0","0.0","0.0","16.0","1221.63","35.08"
"16","1982","6","Madhya Pradesh","Chhatarpur","721.48","255.36","235.92","109.58","120.62","230.2","79.25","188.86","6.51","95.15","34.71","52.5","87.21","20.75","68.62","19.04","291.72","80.96","1.01","0.98","0.02","17.57","1290.26","41.43"
"16","1987","6","Madhya Pradesh","Chhatarpur","732.44","253.63","233.17","123.07","122.56","245.63","79.18","192.62","6.79","98.68","32.59","54.56","87.15","20.82","42.9","15.81","228.48","84.19","0.65","1.47","0.01","16.62","1215.19","52.77"
"16","1992","6","Madhya Pradesh","Chhatarpur","736.09","256.18","232.94","125.94","121.03","246.96","77.69","211.44","6.7","108.42","36.88","59.44","96.32","22.31","52.65","16.99","257.21","83.01","0.58","1.18","0.03","18.39","1277.57","60.74"
"16","1997","6","Madhya Pradesh","Chhatarpur","652.24","236.12","201.02","0.0","0.0","215.11","74.88","218.75","6.0","113.87","0.0","0.0","98.88","25.12","53.26","15.84","283.0","84.16","0.6","1.62","0.03","21.55","1231.05","73.13"
"16","2003","6","Madhya Pradesh","Chhatarpur","501.04","181.24","156.81","74.08","88.91","162.99","66.66","250.61","3.5","137.3","32.24","77.57","109.81","33.34","23.78","6.61","336.08","93.39","0.66","1.15","0.01","19.16","1132.49","104.51"
"16","2007","6","Madhya Pradesh","Chhatarpur","567.26","171.53","214.96","88.76","92.02","180.78","62.27","343.67","5.18","187.68","59.36","91.45","150.81","37.73","23.04","5.26","414.57","94.74","0.45","1.49","0.13","19.11","1369.72","80.61"
"16","2012","6","Madhya Pradesh","Chhatarpur","343.91","106.31","125.2","38.37","74.04","112.41","58.98","239.21","4.81","123.04","31.49","79.87","111.36","41.02","14.55","5.4","254.77","94.6","0.26","0.14","0.0","6.76","859.6","80.79"
"16","2019","6","Madhya Pradesh","Chhatarpur","303.66","47.96","137.24","22.0","96.46","118.46","43.32","397.35","7.97","216.31","28.1","144.98","173.07","56.68","16.66","3.68","435.97","96.32","0.0","0.0","0.0","15.6","1169.24","0.0"
"17","1966","6","Madhya Pradesh","Panna","428.92","148.73","133.04","67.96","79.2","147.15","81.03","100.43","6.84","50.57","17.7","25.31","43.01","18.97","13.75","15.37","75.7","84.63","1.61","0.33","0.0","3.86","624.6","11.16"
"17","1972","6","Madhya Pradesh","Panna","471.87","159.63","153.18","75.86","83.19","159.05","81.26","108.8","4.66","56.99","19.61","27.55","47.16","18.74","13.64","13.53","87.15","86.47","1.51","0.15","0.01","5.04","688.17","14.56"
"17","1977","6","Madhya Pradesh","Panna","467.35","165.8","154.11","69.08","78.36","147.44","82.21","101.12","7.5","53.12","16.1","24.4","40.5","17.79","14.0","12.07","102.0","87.93","2.0","0.0","0.0","5.0","691.47","19.65"
"17","1982","6","Madhya Pradesh","Panna","492.6","173.57","154.53","77.65","86.84","164.49","81.21","113.99","6.23","55.16","20.8","31.81","52.6","18.79","13.81","11.86","102.64","88.14","1.12","0.24","0.0","6.09","730.49","28.26"
"17","1987","6","Madhya Pradesh","Panna","482.98","178.03","149.51","75.66","79.78","155.44","80.07","120.22","9.55","58.32","21.57","30.78","52.35","19.93","11.28","9.36","109.24","90.64","0.71","0.47","0.0","7.43","732.33","25.22"
"17","1992","6","Madhya Pradesh","Panna","492.96","180.22","151.0","79.33","82.41","161.74","79.92","123.83","9.27","59.65","22.7","32.21","54.91","20.08","10.89","8.85","112.13","91.15","0.8","0.3","0.0","7.29","748.2","24.85"
"17","1997","6","Madhya Pradesh","Panna","463.16","167.8","138.45","0.0","0.0","156.91","79.38","120.32","7.97","59.8","0.0","0.0","52.55","20.62","11.03","9.22","108.66","90.78","0.71","0.89","0.0","7.99","712.76","28.69"
"17","2003","6","Madhya Pradesh","Panna","542.76","172.34","205.22","53.07","112.12","165.19","73.44","196.3","7.83","107.62","32.12","48.72","80.85","26.56","7.16","3.43","201.76","96.57","1.11","0.89","0.0","23.28","973.26","128.54"
"17","2007","6","Madhya Pradesh","Panna","547.59","159.83","208.52","82.13","97.11","179.24","76.94","164.14","4.55","87.12","28.23","44.25","72.48","23.06","6.13","4.05","145.16","95.95","0.36","0.37","0.0","5.5","869.25","56.22"
"17","2012","6","Madhya Pradesh","Panna","414.82","124.75","156.35","42.01","91.7","133.72","74.51","141.9","7.13","73.95","18.07","42.75","60.82","25.49","4.01","3.1","125.29","96.9","0.35","0.33","0.0","6.48","693.18","53.45"
"17","2019","6","Madhya Pradesh","Panna","365.52","82.66","148.21","22.89","111.75","134.64","64.88","197.9","9.25","97.57","12.83","78.25","91.08","35.12","10.86","5.07","203.13","94.93","0.0","0.0","0.0","7.34","784.73","0.0"
"18","1966","6","Madhya Pradesh","Rewa","644.53","281.21","179.34","91.73","92.24","183.98","85.3","111.04","11.22","57.73","15.27","26.82","42.09","14.7","18.97","11.4","147.49","88.6","4.3","0.03","0.16","13.23","939.75","12.01"
