"Dist Code","Year","State Code","State Name","Dist Name","MARGINAL NUMBER (1000 Number)","MARGINAL AREA (1000 ha)","SMALL NUMBER (1000 Number)","SMALL AREA (1000 ha)","SEMI MEDIUM NUMBER (1000 Number)","SEMI MEDIUM AREA (1000 ha)","MEDIUM NUMBER (1000 Number)","MEDIUM AREA (1000 ha)","LARGE NUMBER (1000 Number)","LARGE AREA (1000 ha)","TOTAL NUMBER (1000 Number)","TOTAL AREA (1000 ha)"
"22","1970","6","Madhya Pradesh","Gwalior","16.6","8.3","12.9","18.9","15.9","45.6","15.7","98.2","5.0","94.0","66.1","265.0"
"22","1976","6","Madhya Pradesh","Gwalior","16.08","7.91","13.29","19.98","17.39","50.64","17.66","108.15","5.09","91.34","69.52","278.01"
"22","1980","6","Madhya Pradesh","Gwalior","18.92","9.67","16.57","24.21","18.76","53.51","17.36","105.5","4.71","82.29","76.32","275.18"
"22","1985","6","Madhya Pradesh","Gwalior","32.54","15.6","22.45","34.1","21.46","60.49","17.14","103.28","3.75","65.25","97.34","278.72"
"22","1990","6","Madhya Pradesh","Gwalior","34.45","17.18","26.16","37.79","22.37","63.15","16.74","100.56","3.88","64.23","103.59","282.9"
"22","1995","6","Madhya Pradesh","Gwalior","42.29","20.86","29.37","43.27","23.69","67.62","16.25","97.31","2.88","50.73","114.48","279.79"
"22","2000","6","Madhya Pradesh","Gwalior","47.83","23.84","28.43","40.95","20.34","56.6","11.36","66.74","1.87","30.96","109.83","219.09"
"22","2005","6","Madhya Pradesh","Gwalior","58.63","27.58","34.09","48.56","23.75","65.44","11.18","63.81","1.32","20.28","128.97","225.67"
"22","2010","6","Madhya Pradesh","Gwalior","57.0","29.0","32.0","49.0","22.0","60.0","9.0","53.0","1.0","16.0","121.0","206.0"
"23","1970","6","Madhya Pradesh","Shivpuri","20.3","10.3","18.2","27.3","27.5","79.7","27.1","169.7","7.7","135.9","100.8","422.9"
"23","1976","6","Madhya Pradesh","Shivpuri","26.8","13.2","24.91","36.51","32.56","92.97","28.43","171.02","7.41","127.34","120.1","441.03"
"23","1980","6","Madhya Pradesh","Shivpuri","21.59","11.33","23.87","35.36","32.48","92.77","28.76","174.86","7.8","131.31","114.5","445.63"
"23","1985","6","Madhya Pradesh","Shivpuri","34.26","17.75","35.13","51.51","38.4","108.45","28.72","171.61","6.54","109.59","143.05","458.91"
"23","1990","6","Madhya Pradesh","Shivpuri","39.58","20.58","41.68","60.93","42.25","118.37","28.83","171.67","5.94","96.94","158.28","468.49"
"23","1995","6","Madhya Pradesh","Shivpuri","52.35","27.19","48.77","71.19","46.97","129.22","28.12","164.04","5.15","84.64","181.37","476.29"
"23","2000","6","Madhya Pradesh","Shivpuri","61.94","34.34","53.32","76.16","41.46","115.19","22.73","132.72","3.48","54.8","182.94","413.2"
"23","2005","6","Madhya Pradesh","Shivpuri","93.0","50.8","69.3","96.83","49.17","134.68","23.75","136.47","3.5","55.65","238.72","474.43"
"23","2010","6","Madhya Pradesh","Shivpuri","105.0","59.0","76.0","109.0","50.0","136.0","21.0","122.0","2.0","36.0","255.0","462.0"
"24","1970","6","Madhya Pradesh","Guna","22.0","9.6","19.3","28.7","30.2","87.5","32.5","199.1","12.3","229.6","116.3","554.5"
"24","1976","6","Madhya Pradesh","Guna","25.2","11.67","24.48","35.76","34.06","96.99","34.59","208.5","12.97","241.6","131.3","594.5"
"24","1980","6","Madhya Pradesh","Guna","25.06","12.19","26.78","38.84","35.73","100.23","34.73","211.82","13.06","245.04","135.34","608.13"
"24","1985","6","Madhya Pradesh","Guna","40.33","20.13","43.98","62.51","45.28","124.1","35.57","214.2","11.15","199.89","176.31","620.84"
"24","1990","6","Madhya Pradesh","Guna","43.61","21.55","48.08","67.56","49.18","133.7","36.11","218.37","10.91","195.98","187.88","637.17"
"24","1995","6","Madhya Pradesh","Guna","62.32","30.14","61.13","80.85","55.2","142.99","39.55","223.3","10.55","161.06","228.75","638.33"
"24","2000","6","Madhya Pradesh","Guna","73.77","39.99","68.5","100.13","58.22","160.76","34.39","204.47","7.2","117.08","242.07","622.43"
"24","2005","6","Madhya Pradesh","Guna","43.35","23.6","45.89","65.89","37.76","101.27","19.34","111.1","2.41","35.85","148.74","337.71"
"24","2010","6","Madhya Pradesh","Guna","49.0","27.0","43.0","60.0","40.0","106.0","18.0","103.0","1.0","20.0","152.0","316.0"
"25","1970","6","Madhya Pradesh","Datia","8.3","4.4","6.8","10.2","8.1","24.2","8.4","53.6","2.8","48.0","34.4","140.4"
"25","1976","6","Madhya Pradesh","Datia","8.52","4.56","7.26","10.78","9.1","26.06","8.93","53.18","2.78","43.23","36.59","137.8"
"25","1980","6","Madhya Pradesh","Datia","10.42","5.71","8.85","13.07","10.21","29.27","9.05","55.22","2.38","38.09","40.91","141.36"
"25","1985","6","Madhya Pradesh","Datia","14.1","7.4","11.08","16.13","11.49","32.56","9.03","54.84","2.04","32.69","47.74","143.62"
"25","1990","6","Madhya Pradesh","Datia","15.65","8.07","12.79","18.51","12.11","34.08","9.07","53.53","1.93","29.58","51.54","143.77"
"25","1995","6","Madhya Pradesh","Datia","18.36","9.85","14.47","21.04","12.93","35.88","8.39","50.02","1.5","22.18","55.65","138.96"
"25","2000","6","Madhya Pradesh","Datia","41.31","20.75","25.8","37.52","21.36","58.27","12.48","72.27","1.66","23.94","102.61","212.75"
"25","2005","6","Madhya Pradesh","Datia","57.74","26.53","29.27","42.05","21.46","58.67","11.26","62.92","1.24","17.37","120.97","207.55"
"25","2010","6","Madhya Pradesh","Datia","69.0","34.0","34.0","48.0","22.0","60.0","11.0","61.0","1.0","12.0","137.0","214.0"
"26","1970","6","Madhya Pradesh","Morena","66.0","35.2","41.4","60.6","39.9","113.0","22.9","133.3","3.2","50.6","173.4","392.7"
"26","1976","6","Madhya Pradesh","Morena","49.59","26.4","38.22","55.52","41.24","116.84","26.66","153.87","3.72","56.4","159.42","409.03"
"26","1980","6","Madhya Pradesh","Morena","58.56","31.94","42.61","61.88","43.43","121.85","25.77","148.64","3.38","51.99","173.75","416.29"
"26","1985","6","Madhya Pradesh","Morena","82.71","42.64","52.31","75.86","45.86","128.71","24.84","142.09","2.54","39.31","208.26","428.59"
"26","1990","6","Madhya Pradesh","Morena","95.13","49.04","61.06","87.4","46.9","130.14","22.93","131.59","2.42","36.51","228.44","434.69"
"26","1995","6","Madhya Pradesh","Morena","109.19","56.28","66.66","96.67","47.02","129.21","21.46","122.87","2.0","30.69","246.34","435.73"
"26","2000","6","Madhya Pradesh","Morena","119.14","63.03","71.44","101.31","47.48","130.38","19.51","109.58","1.63","24.45","259.19","428.74"
"26","2005","6","Madhya Pradesh","Morena","143.98","77.67","80.45","113.01","47.39","129.6","18.37","104.29","1.43","20.65","291.61","445.22"
"26","2010","6","Madhya Pradesh","Morena","179.0","88.0","85.0","118.0","48.0","132.0","16.0","88.0","0.0","13.0","329.0","438.0"
"27","1970","6","Madhya Pradesh","Bhind","58.3","19.0","23.9","35.4","27.0","78.0","23.6","143.5","4.6","67.0","137.4","342.9"
"27","1976","6","Madhya Pradesh","Bhind","43.3","21.56","26.33","40.38","28.77","83.23","24.63","149.45","3.98","57.56","126.99","352.17"
"27","1980","6","Madhya Pradesh","Bhind","36.26","18.29","24.95","36.83","28.76","83.15","25.31","154.02","4.07","58.57","119.35","350.85"
"27","1985","6","Madhya Pradesh","Bhind","49.57","24.78","29.73","43.61","30.05","86.63","23.79","143.14","3.69","53.69","136.84","351.84"
"27","1990","6","Madhya Pradesh","Bhind","48.67","24.85","31.3","46.37","30.64","88.38","23.41","139.77","3.58","51.54","137.6","350.91"
"27","1995","6","Madhya Pradesh","Bhind","65.34","32.91","35.0","52.23","32.17","91.71","21.64","128.04","2.67","37.84","156.83","342.73"
"27","2000","6","Madhya Pradesh","Bhind","79.13","40.18","41.77","61.39","34.49","97.39","20.59","120.49","2.07","28.49","178.04","347.93"
"27","2005","6","Madhya Pradesh","Bhind","103.69","52.72","50.08","73.48","36.68","102.63","18.08","102.29","1.57","20.87","210.09","351.97"
"27","2010","6","Madhya Pradesh","Bhind","107.0","54.0","51.0","70.0","36.0","100.0","16.0","91.0","1.0","21.0","211.0","336.0"
"28","1970","6","Madhya Pradesh","Indore","6.9","3.0","5.2","7.7","7.4","22.1","11.9","78.9","8.8","168.1","40.2","279.8"
"28","1976","6","Madhya Pradesh","Indore","7.72","3.75","6.38","9.48","9.47","27.91","14.46","94.98","8.01","145.02","46.03","281.13"
"28","1980","6","Madhya Pradesh","Indore","9.05","4.48","8.4","12.33","10.92","31.57","14.64","93.14","7.54","135.99","50.55","277.51"
"28","1985","6","Madhya Pradesh","Indore","14.3","7.04","13.92","20.5","14.74","42.05","15.71","98.81","6.22","108.87","64.89","277.27"
"28","1990","6","Madhya Pradesh","Indore","18.98","9.64","18.75","27.84","16.36","49.7","16.44","100.92","5.25","88.74","75.79","276.85"
"28","1995","6","Madhya Pradesh","Indore","27.14","13.29","23.69","35.46","21.16","58.63","16.35","99.25","4.08","66.95","92.42","273.58"
"28","2000","6","Madhya Pradesh","Indore","36.87","18.13","30.2","44.12","22.57","63.29","15.3","91.76","2.79","42.42","107.72","259.72"
"28","2005","6","Madhya Pradesh","Indore","46.7","23.45","33.06","47.3","24.39","67.31","14.31","85.1","1.93","31.59","120.39","254.74"
"28","2010","6","Madhya Pradesh","Indore","56.0","29.0","34.0","48.0","25.0","68.0","14.0","78.0","1.0","21.0","129.0","244.0"
"29","1970","6","Madhya Pradesh","Ratlam","15.8","7.8","12.7","18.4","15.3","43.9","20.1","128.5","8.0","130.3","71.9","328.9"
"29","1976","6","Madhya Pradesh","Ratlam","17.69","9.29","16.91","25.03","20.58","59.38","22.51","139.51","6.7","105.41","84.38","338.62"
"29","1980","6","Madhya Pradesh","Ratlam","18.82","10.17","19.18","26.53","22.0","62.98","22.86","141.08","6.62","103.86","89.48","344.62"
"29","1985","6","Madhya Pradesh","Ratlam","27.57","14.62","25.42","36.36","26.15","73.02","22.93","140.78","5.5","83.38","107.57","348.16"
"29","1990","6","Madhya Pradesh","Ratlam","32.63","17.57","28.79","42.54","27.98","78.99","22.27","135.25","4.71","74.31","116.37","348.66"
"29","1995","6","Madhya Pradesh","Ratlam","40.01","21.74","34.69","50.11","29.9","84.13","21.66","130.25","4.19","62.11","130.46","348.34"
"29","2000","6","Madhya Pradesh","Ratlam","54.97","29.23","42.34","60.72","32.81","91.63","19.72","117.88","3.24","47.44","153.06","346.9"
"29","2005","6","Madhya Pradesh","Ratlam","72.14","37.96","47.87","67.99","33.78","94.02","19.24","112.74","2.41","36.93","175.44","349.64"
"29","2010","6","Madhya Pradesh","Ratlam","81.0","42.0","49.0","69.0","34.0","94.0","16.0","94.0","1.0","25.0","182.0","324.0"
"30","1970","6","Madhya Pradesh","Ujjain","11.7","6.1","10.7","15.7","14.7","42.7","24.3","160.2","16.3","295.9","77.7","520.6"
"30","1976","6","Madhya Pradesh","Ujjain","14.77","7.99","13.64","20.0","17.83","51.98","27.76","180.93","15.53","263.23","89.51","524.12"
"30","1980","6","Madhya Pradesh","Ujjain","13.38","7.52","13.14","19.4","18.52","53.77","27.58","177.74","15.21","268.5","87.83","526.93"
"30","1985","6","Madhya Pradesh","Ujjain","21.89","11.9","19.91","28.91","22.49","64.33","28.64","184.98","13.96","236.72","106.89","526.85"
"30","1990","6","Madhya Pradesh","Ujjain","26.53","14.49","25.68","37.39","26.71","76.48","30.3","190.82","12.49","206.04","121.72","525.21"
"30","1995","6","Madhya Pradesh","Ujjain","35.58","19.62","34.91","50.3","32.08","91.21","31.63","197.27","10.23","164.91","144.42","523.31"
"30","2000","6","Madhya Pradesh","Ujjain","44.92","25.2","38.18","54.97","35.93","102.23","32.63","202.86","8.72","138.63","160.38","523.89"
"30","2005","6","Madhya Pradesh","Ujjain","55.77","30.06","44.66","64.12","40.75","115.7","33.26","205.21","7.01","111.17","181.46","526.26"
"30","2010","6","Madhya Pradesh","Ujjain","88.0","45.0","60.0","86.0","47.0","132.0","32.0","185.0","5.0","65.0","232.0","513.0"
"31","1970","6","Madhya Pradesh","Mandsaur","39.7","18.4","29.8","43.6","33.0","94.1","34.1","216.7","9.5","142.1","146.1","514.9"
"31","1976","6","Madhya Pradesh","Mandsaur","33.87","18.04","31.29","46.6","37.03","106.91","38.8","241.01","9.12","135.91","150.11","548.47"
"31","1980","6","Madhya Pradesh","Mandsaur","34.65","19.23","34.56","50.26","39.91","114.51","38.75","240.57","8.47","125.01","156.34","549.57"
"31","1985","6","Madhya Pradesh","Mandsaur","49.39","26.06","43.81","63.52","44.09","125.51","37.93","235.92","7.32","107.82","182.55","558.83"
"31","1990","6","Madhya Pradesh","Mandsaur","57.97","31.07","50.22","72.77","47.06","133.8","36.74","223.82","6.62","94.09","198.61","555.55"
"31","1995","6","Madhya Pradesh","Mandsaur","78.57","41.69","59.24","85.35","50.63","142.14","35.23","212.18","5.19","75.5","228.86","556.86"
"31","2000","6","Madhya Pradesh","Mandsaur","99.86","52.59","69.22","100.31","52.14","146.62","31.13","189.09","3.87","53.81","256.23","542.43"
"31","2005","6","Madhya Pradesh","Mandsaur","126.85","65.74","80.51","112.59","55.93","154.01","28.79","167.07","2.79","39.0","294.87","538.4"
"31","2010","6","Madhya Pradesh","Mandsaur","160.0","81.0","90.0","132.0","56.0","155.0","24.0","140.0","2.0","25.0","332.0","533.0"
"32","1970","6","Madhya Pradesh","Dewas","13.5","5.0","7.3","10.8","10.8","31.5","19.8","128.9","13.0","235.7","64.4","411.9"
"32","1976","6","Madhya Pradesh","Dewas","11.34","4.72","7.9","11.51","12.61","36.28","21.65","140.58","13.0","227.27","66.5","420.35"
"32","1980","6","Madhya Pradesh","Dewas","12.17","5.21","9.6","14.41","14.48","41.49","22.57","143.82","12.39","222.13","71.2","427.06"
"32","1985","6","Madhya Pradesh","Dewas","16.81","7.22","14.75","21.76","18.03","51.38","24.06","151.68","11.15","194.12","84.8","426.16"
"32","1990","6","Madhya Pradesh","Dewas","18.37","8.49","18.37","27.01","21.23","60.21","25.43","159.43","9.98","170.78","93.38","425.92"
"32","1995","6","Madhya Pradesh","Dewas","27.15","13.03","27.98","41.94","25.93","72.56","25.5","157.5","8.47","141.17","115.02","426.2"
"32","2000","6","Madhya Pradesh","Dewas","37.38","19.12","41.93","59.65","33.34","90.91","26.54","155.2","6.43","93.12","145.62","418.02"
"32","2005","6","Madhya Pradesh","Dewas","46.62","23.99","46.49","67.16","36.22","99.1","26.6","155.88","4.73","71.66","160.66","417.79"
"32","2010","6","Madhya Pradesh","Dewas","55.0","28.0","53.0","75.0","39.0","106.0","25.0","149.0","4.0","60.0","177.0","419.0"
"33","1970","6","Madhya Pradesh","Dhar","12.5","5.9","12.2","18.7","18.5","55.2","27.8","181.1","14.9","256.4","85.9","517.3"
"33","1976","6","Madhya Pradesh","Dhar","14.49","7.53","15.38","22.71","21.97","63.58","29.83","191.93","14.06","241.21","95.72","526.95"
"33","1980","6","Madhya Pradesh","Dhar","16.23","8.6","19.08","28.1","26.58","76.6","31.88","201.39","12.96","214.35","106.73","529.03"
"33","1985","6","Madhya Pradesh","Dhar","24.65","13.06","28.56","42.8","32.93","94.17","32.98","202.93","11.0","176.91","130.12","529.87"
"33","1990","6","Madhya Pradesh","Dhar","28.34","15.48","33.89","50.72","36.56","104.3","32.54","201.55","9.49","155.43","140.82","527.48"
"33","1995","6","Madhya Pradesh","Dhar","42.8","23.0","44.8","66.27","42.46","117.97","32.57","196.5","7.79","119.89","170.42","523.64"
"33","2000","6","Madhya Pradesh","Dhar","52.91","28.99","51.25","74.97","45.17","126.99","31.31","189.66","6.55","103.09","187.17","523.7"
"33","2005","6","Madhya Pradesh","Dhar","64.57","34.36","56.33","82.0","48.48","135.71","31.61","188.94","5.19","79.56","206.17","520.57"
"33","2010","6","Madhya Pradesh","Dhar","89.0","48.0","70.0","100.0","53.0","147.0","28.0","164.0","3.0","40.0","242.0","499.0"
"34","1970","6","Madhya Pradesh","Jhabua","10.3","5.2","8.3","12.3","13.1","38.6","23.4","149.7","8.9","135.8","64.0","341.6"
"34","1976","6","Madhya Pradesh","Jhabua","18.48","9.48","15.78","23.43","22.63","65.44","27.64","171.13","6.66","95.02","91.2","364.5"
"34","1980","6","Madhya Pradesh","Jhabua","19.67","10.13","18.83","27.47","25.18","72.04","27.84","172.13","6.17","86.92","97.67","368.68"
"34","1985","6","Madhya Pradesh","Jhabua","28.17","14.95","28.2","41.3","32.65","92.84","26.68","160.45","4.35","60.53","120.04","370.07"
"34","1990","6","Madhya Pradesh","Jhabua","38.35","21.37","39.97","58.84","38.52","108.69","24.5","144.33","3.06","41.64","144.4","374.87"
"34","1995","6","Madhya Pradesh","Jhabua","50.8","28.36","50.49","73.88","43.47","121.56","22.22","127.81","1.85","24.34","168.84","375.96"
"34","2000","6","Madhya Pradesh","Jhabua","63.01","36.05","57.37","84.98","44.67","124.18","19.54","111.15","1.5","19.53","186.09","375.89"
"34","2005","6","Madhya Pradesh","Jhabua","75.23","41.7","61.01","88.45","43.79","120.52","18.59","105.04","1.22","16.23","199.84","371.93"
"34","2010","6","Madhya Pradesh","Jhabua","101.0","55.0","70.0","100.0","43.0","118.0","15.0","88.0","1.0","13.0","231.0","372.0"
"35","1970","6","Madhya Pradesh","Khargone (West Nimar)","13.7","5.0","10.0","15.2","20.8","61.7","40.5","265.0","20.1","325.3","105.1","672.2"
"35","1976","6","Madhya Pradesh","Khargone (West Nimar)","15.38","6.61","15.54","23.23","29.38","85.83","44.6","286.51","17.77","275.0","122.67","677.17"
"35","1980","6","Madhya Pradesh","Khargone (West Nimar)","17.19","8.29","20.77","30.84","35.93","103.44","46.88","295.11","16.06","248.25","136.83","685.93"
"35","1985","6","Madhya Pradesh","Khargone (West Nimar)","23.98","12.48","34.82","52.62","44.55","128.45","46.58","291.76","13.66","199.23","163.59","684.53"
"35","1990","6","Madhya Pradesh","Khargone (West Nimar)","30.46","16.39","46.05","69.82","50.62","144.34","46.43","286.67","11.19","166.58","184.74","683.81"
"35","1995","6","Madhya Pradesh","Khargone (West Nimar)","45.26","26.21","67.37","100.48","63.4","175.44","43.36","263.03","8.88","130.02","228.27","695.18"
"35","2000","6","Madhya Pradesh","Khargone (West Nimar)","55.55","32.28","80.22","118.21","68.32","186.42","40.73","245.77","6.91","97.62","251.73","680.28"
"35","2005","6","Madhya Pradesh","Khargone (West Nimar)","67.95","40.26","88.55","129.64","72.13","196.19","38.32","227.81","5.29","74.19","272.25","668.09"
"35","2010","6","Madhya Pradesh","Khargone (West Nimar)","98.0","58.0","111.0","161.0","77.0","207.0","32.0","186.0","3.0","50.0","322.0","662.0"
"36","1970","6","Madhya Pradesh","Khandwa (East Nimar)","12.3","4.9","9.9","14.9","18.5","53.7","30.2","193.0","13.5","224.2","84.4","490.7"
"36","1976","6","Madhya Pradesh","Khandwa (East Nimar)","12.73","5.8","13.77","20.51","23.19","66.11","32.41","203.78","12.77","205.41","94.88","501.61"
"36","1980","6","Madhya Pradesh","Khandwa (East Nimar)","12.63","6.09","15.38","22.84","24.58","68.9","31.45","196.56","12.26","198.53","96.31","492.92"
"36","1985","6","Madhya Pradesh","Khandwa (East Nimar)","17.93","9.37","26.62","40.22","30.8","87.38","32.22","200.34","10.2","160.56","117.76","497.88"
"36","1990","6","Madhya Pradesh","Khandwa (East Nimar)","20.85","11.63","33.99","50.59","35.83","99.96","31.95","196.42","8.97","138.75","131.59","497.34"
