"Dist Code","Year","State Code","State Name","Dist Name","TOTAL POPULATION (1000 Number)","TOTAL MALE POPULATION (1000 Number)","TOTAL FEMALE POPULATION (1000 Number)","TOTAL RURAL POPULATION (1000 Number)","RURAL MALE POPULATION (1000 Number)","RURAL FEMALE POPULATION (1000 Number)","TOTAL URBAN POPULATION (1000 Number)","URBAN MALE POPULATION (1000 Number)","URBAN FEMALE POPULATION (1000 Number)","ST TOTAL POPULATION (1000 Number)","ST MALE POPULATION (1000 Number)","ST FEMALE POPULATION (1000 Number)","ST RURAL TOTAL POPULATION (1000 Number)","ST RURAL MALE POPULATION (1000 Number)","ST RURAL FEMALE POPULATION (1000 Number)","ST URBAN TOTAL POPULATION (1000 Number)","ST URBAN MALE POPULATION (1000 Number)","ST URBAN FEMALE POPULATION (1000 Number)","SC TOTAL POPULATION (1000 Number)","SC MALE POPULATION (1000 Number)","SC FEMALE POPULATION (1000 Number)","SC RURAL TOTAL POPULATION (1000 Number)","SC RURAL MALE POPULATION (1000 Number)","SC RURAL FEMALE POPULATION (1000 Number)","SC URBAN TOTAL POPULATION (1000 Number)","SC URBAN MALE POPULATION (1000 Number)","SC URBAN FEMALE POPULATION (1000 Number)","TOTAL LITERATES POPULATION (1000 Number)","MALE LITERATES POPULATION (1000 Number)","FEMALE LITERATES POPULATION (1000 Number)","TOTAL RURAL LITERATES POPULATION (1000 Number)","RURAL MALE LITERATES POPULATION (1000 Number)","RURAL FEMALE LITERATES POPULATION (1000 Number)","TOTAL URBAN LITERATES POPULATION (1000 Number)","URBAN MALE LITERATES POPULATION (1000 Number)","URBAN FEMALE LITERATES POPULATION (1000 Number)","TOTAL CULTIVATORS POPULATION (1000 Number)","MALE CULTIVATORS POPULATION (1000 Number)","FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL RURAL CULTIVATORS POPULATION (1000 Number)","RURAL MALE CULTIVATORS POPULATION (1000 Number)","RURAL FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL URBAN CULTIVATORS POPULATION (1000 Number)","URBAN MALE CULTIVATORS POPULATION (1000 Number)","URBAN FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL AGRICULTURAL LABOUR POPULATION (1000 Number)","MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL RURAL AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL URBAN AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","NON AGRICULTURAL WORKERS POPULATION (1000 Number)","AGRICULTURAL WORKERS POPULATION (1000 Number)","TOTAL WORKERS POPULATION (1000 Number)"
"230","1961","12","Uttar Pradesh","Kheri","1258.43","679.01","579.42","1188.84","640.55","548.29","69.6","38.46","31.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","335.35","177.56","157.78","329.35","174.18","155.17","6.0","3.39","2.61","151.04","127.47","23.57","123.73","108.6","15.13","27.31","18.86","8.44","353.45","340.84","12.61","351.45","338.89","12.56","2.0","1.95","0.05","36.47","32.26","4.22","36.27","32.06","4.2","0.21","0.19","0.01","802.78","389.92","1192.7"
"230","1971","12","Uttar Pradesh","Kheri","1479.43","809.09","670.35","1387.07","758.19","628.89","92.36","50.9","41.46","18.25","9.47","8.78","18.22","9.45","8.77","0.03","0.02","0.01","402.24","217.05","185.18","394.54","212.65","181.88","7.7","4.4","3.3","215.2","172.48","42.72","174.14","145.78","28.36","41.05","26.7","14.36","380.24","371.53","8.71","377.69","369.03","8.66","2.55","2.5","0.06","60.66","56.79","3.87","58.95","55.12","3.82","1.71","1.66","0.05","992.81","440.9","1433.71"
"230","1981","12","Uttar Pradesh","Kheri","1952.68","1057.61","895.07","1765.3","956.33","808.97","187.39","101.29","86.1","17.79","9.3","8.49","17.71","9.25","8.46","0.08","0.05","0.03","508.17","272.76","235.41","491.17","263.45","227.72","17.0","9.31","7.69","345.63","277.53","68.1","266.88","227.09","39.79","78.75","50.44","28.32","489.39","484.28","5.11","479.08","474.06","5.02","10.31","10.22","0.09","56.52","53.25","3.27","50.82","47.67","3.15","5.7","5.58","0.13","1340.4","545.91","1886.31"
"230","1991","12","Uttar Pradesh","Kheri","2419.23","1313.52","1105.72","2161.26","1175.01","986.25","257.98","138.51","119.47","28.86","14.96","13.9","28.56","14.77","13.8","0.29","0.19","0.1","650.81","352.48","298.33","626.3","339.12","287.18","24.51","13.35","11.16","578.8","435.92","142.88","459.97","362.81","97.17","118.83","73.12","45.71","554.2","543.1","11.1","541.4","530.5","10.9","12.8","12.7","0.2","103.9","93.7","10.3","95.4","85.5","9.9","8.5","8.1","0.4","1665.23","658.1","2323.33"
"230","2001","12","Uttar Pradesh","Kheri","3200.14","1706.83","1493.31","2855.11","1522.84","1332.27","345.03","184.0","161.04","37.95","19.35","18.6","37.55","19.11","18.44","0.4","0.24","0.15","820.36","437.09","383.27","787.89","419.63","368.27","32.47","17.47","15.0","1280.19","849.59","430.61","1079.47","733.05","346.43","200.72","116.54","84.18","552.26","514.88","37.38","542.36","505.17","37.19","9.91","9.71","0.2","244.38","197.6","46.79","236.41","190.17","46.24","7.97","7.43","0.55","2362.14","796.65","3158.78"
"230","2011","12","Uttar Pradesh","Kheri","4021.24","2123.19","1898.06","3560.21","1880.68","1679.53","461.04","242.51","218.53","53.38","26.98","26.39","52.45","26.46","25.99","0.93","0.52","0.41","1061.78","559.24","502.54","1019.39","536.71","482.67","42.4","22.53","19.87","2034.04","1237.16","796.89","1746.93","1076.15","670.78","287.11","161.01","126.11","529.22","479.26","49.96","518.26","468.96","49.3","10.96","10.31","0.66","422.14","350.56","71.59","405.21","335.47","69.73","16.94","15.08","1.85","2756.53","951.36","3707.89"
"231","1961","12","Uttar Pradesh","Faizabad","1633.36","824.0","809.36","1491.57","746.49","745.08","141.79","77.51","64.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","398.12","194.61","203.5","382.67","186.74","195.94","15.44","7.88","7.57","233.73","194.65","39.08","186.85","161.53","25.32","46.88","33.12","13.76","433.4","324.4","109.0","430.87","322.21","108.66","2.53","2.19","0.34","131.31","65.16","66.15","130.21","64.42","65.79","1.1","0.74","0.36","947.83","564.71","1512.54"
"231","1971","12","Uttar Pradesh","Faizabad","1926.63","998.23","928.4","1742.55","896.66","845.89","184.08","101.58","82.51","0.02","0.01","0.01","0.0","0.0","0.0","0.02","0.01","0.01","465.5","236.26","229.24","449.0","227.03","221.97","16.5","9.23","7.27","373.62","299.18","74.44","296.65","246.06","50.6","76.97","53.12","23.84","350.86","322.9","27.97","347.16","319.33","27.83","3.7","3.56","0.14","167.07","112.33","54.74","163.65","109.52","54.13","3.42","2.81","0.61","1313.67","517.93","1831.6"
"231","1981","12","Uttar Pradesh","Faizabad","2382.52","1231.76","1150.76","2121.32","1088.67","1032.65","261.2","143.09","118.11","0.09","0.04","0.05","0.08","0.03","0.05","0.0","0.0","-1.0","576.06","292.92","283.15","547.46","277.79","269.66","28.61","15.12","13.49","610.12","470.35","139.77","483.88","386.88","97.0","126.24","83.47","42.77","431.55","407.38","24.17","425.47","401.59","23.89","6.08","5.79","0.29","121.67","86.91","34.77","117.65","83.44","34.21","4.03","3.47","0.56","1680.56","553.22","2233.78"
"231","1991","12","Uttar Pradesh","Faizabad","2978.48","1548.37","1430.12","2631.26","1360.96","1270.3","347.22","187.41","159.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","689.63","354.91","334.72","657.04","337.94","319.1","32.59","16.97","15.62","953.68","690.47","263.21","776.21","578.36","197.85","177.47","112.11","65.36","513.1","460.3","52.9","506.4","454.0","52.4","6.7","6.3","0.5","189.7","131.1","58.6","184.1","126.2","57.9","5.6","4.9","0.7","2090.48","702.8","2793.28"
"231","2001","12","Uttar Pradesh","Faizabad","4113.29","2100.71","2012.58","3651.31","1854.9","1796.41","461.98","245.81","216.17","0.33","0.17","0.16","0.3","0.15","0.15","0.03","0.01","0.01","967.22","489.6","477.62","924.29","467.15","457.13","42.93","22.44","20.49","1961.28","1224.73","736.55","1666.97","1053.26","613.71","294.31","171.47","122.84","661.86","476.97","184.89","655.3","471.7","183.6","6.56","5.27","1.29","474.54","231.81","242.73","467.01","226.75","240.27","7.53","5.06","2.47","3143.29","1136.4","4279.68"
"231","2011","12","Uttar Pradesh","Faizabad","4868.89","2472.04","2396.85","4247.9","2147.02","2100.89","620.98","325.02","295.96","1.68","0.88","0.8","1.41","0.74","0.67","0.27","0.14","0.13","1146.18","579.52","566.65","1082.44","546.65","535.8","63.74","32.89","30.85","2937.84","1685.02","1252.82","2509.0","1446.13","1062.86","428.84","238.88","189.97","474.22","364.32","109.91","467.21","358.56","108.64","7.02","5.76","1.26","573.85","363.25","210.61","554.56","348.84","205.72","19.3","14.4","4.89","3250.28","1048.07","4298.35"
"232","1961","12","Uttar Pradesh","Gonda","2073.24","1072.82","1000.42","1971.98","1017.63","954.35","101.26","55.19","46.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","380.57","192.53","188.04","372.49","188.25","184.24","8.08","4.28","3.8","243.47","210.92","32.55","205.54","183.41","22.14","37.92","27.51","10.41","721.96","517.66","204.3","720.23","516.38","203.85","1.72","1.27","0.45","112.18","65.7","46.49","111.65","65.22","46.43","0.53","0.48","0.05","1127.12","834.14","1961.25"
"232","1971","12","Uttar Pradesh","Gonda","2302.97","1226.57","1076.4","2172.86","1155.51","1017.36","130.11","71.06","59.05","7.75","4.03","3.73","7.74","4.02","3.72","0.01","0.01","0.0","380.93","200.06","180.86","371.68","195.02","176.66","9.24","5.04","4.2","319.79","271.33","48.46","267.33","234.8","32.54","52.46","36.54","15.92","578.27","541.38","36.89","575.3","538.55","36.75","2.97","2.83","0.14","153.83","114.38","39.45","151.34","112.12","39.22","2.49","2.26","0.23","1496.34","732.1","2228.44"
"232","1981","12","Uttar Pradesh","Gonda","2834.56","1499.7","1334.86","2627.04","1388.01","1239.03","207.52","111.69","95.84","11.46","5.87","5.59","11.43","5.85","5.58","0.03","0.02","0.0","436.76","229.93","206.83","422.29","222.13","200.15","14.47","7.8","6.67","462.52","389.74","72.78","380.95","333.46","47.49","81.56","56.27","25.29","704.65","669.99","34.65","696.87","662.46","34.41","7.78","7.53","0.25","106.62","82.99","23.63","101.23","78.07","23.17","5.39","4.93","0.46","1907.39","811.27","2718.66"
"232","1991","12","Uttar Pradesh","Gonda","3573.08","1907.58","1665.5","3308.35","1765.72","1542.63","264.73","141.86","122.87","15.23","16.13","14.28","15.17","8.01","7.16","0.06","0.05","0.01","556.38","299.15","257.23","540.03","290.48","249.55","16.35","8.67","7.68","781.14","615.23","165.91","652.11","534.2","117.92","129.03","81.03","48.0","846.8","762.4","84.3","839.8","755.9","83.9","7.0","6.5","0.4","191.8","136.8","55.0","186.4","132.3","54.2","5.4","4.6","0.8","2393.08","1038.6","3431.68"
"232","2001","12","Uttar Pradesh","Gonda","4450.32","2345.02","2105.3","4118.89","2167.47","1951.42","331.43","177.55","153.89","19.53","10.23","9.3","19.42","10.17","9.25","0.12","0.07","0.05","660.24","349.53","310.72","639.26","338.28","300.99","20.98","11.25","9.73","1436.89","1011.43","425.46","1240.65","895.68","344.97","196.24","115.75","80.48","950.15","740.68","209.47","945.88","736.99","208.89","4.28","3.7","0.58","458.87","249.97","208.9","453.29","246.03","207.26","5.58","3.94","1.64","3251.32","1409.02","4660.35"
"232","2011","12","Uttar Pradesh","Gonda","5582.59","2901.87","2680.71","5191.16","2697.0","2494.16","391.42","204.87","186.55","25.76","13.14","12.62","25.38","12.95","12.44","0.38","0.19","0.19","809.18","422.59","386.6","784.38","409.64","374.75","24.8","12.95","11.86","2548.35","1579.12","969.22","2302.18","1441.46","860.72","246.18","137.66","108.52","716.95","568.17","148.79","712.31","564.23","148.07","4.66","3.93","0.72","760.3","506.88","253.42","745.07","494.02","251.06","15.22","12.86","2.36","3651.78","1477.25","5129.03"
"233","1961","12","Uttar Pradesh","Bahraich","1499.93","790.49","709.44","1420.34","747.48","672.86","79.59","43.01","36.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","265.06","136.63","128.43","261.18","134.57","126.61","3.88","2.06","1.82","176.05","156.76","19.28","149.93","138.17","11.76","26.11","18.59","7.52","525.12","410.36","114.76","522.84","408.28","114.56","2.28","2.08","0.2","65.27","41.07","24.21","65.11","40.95","24.16","0.16","0.11","0.05","833.63","590.39","1424.02"
"233","1971","12","Uttar Pradesh","Bahraich","1728.38","934.69","793.69","1625.9","879.47","746.43","102.48","55.22","47.26","1.68","0.87","0.81","1.67","0.87","0.8","0.01","0.01","0.01","302.85","162.68","140.17","298.33","160.22","138.12","4.51","2.46","2.05","205.72","173.41","32.31","169.34","149.17","20.17","36.38","24.24","12.14","480.04","459.55","20.5","476.07","455.66","20.41","3.98","3.89","0.09","87.6","72.23","15.38","85.64","70.35","15.3","1.96","1.88","0.08","1120.95","567.64","1688.59"
"233","1981","12","Uttar Pradesh","Bahraich","2216.25","1194.94","1021.3","2060.03","1111.81","948.22","156.21","83.13","73.08","6.34","3.27","3.07","6.29","3.24","3.05","0.05","0.03","0.02","366.41","197.81","168.6","358.87","193.69","165.18","7.54","4.12","3.43","344.99","290.98","54.02","283.19","250.5","32.69","61.81","40.48","21.33","577.75","564.46","13.29","572.1","558.98","13.13","5.65","5.49","0.16","69.07","60.58","8.49","65.81","57.44","8.37","3.26","3.14","0.12","1489.35","646.82","2136.17"
"233","1991","12","Uttar Pradesh","Bahraich","2763.75","1501.25","1262.5","2546.84","1385.5","1161.35","216.91","115.75","101.16","9.49","6.64","6.19","9.47","4.89","4.58","0.02","0.02","0.0","454.83","249.55","205.28","442.13","242.61","199.52","12.7","6.94","5.76","540.07","433.16","106.91","448.96","376.72","72.25","91.11","56.45","34.66","664.6","633.2","31.4","657.6","626.4","31.2","7.0","6.8","0.2","136.1","108.6","27.5","130.4","103.6","26.8","5.7","5.0","0.7","1852.75","800.7","2653.45"
"233","2001","12","Uttar Pradesh","Bahraich","3559.67","1910.71","1648.96","3288.27","1766.93","1521.34","271.4","143.78","127.62","13.32","6.64","6.67","13.29","6.63","6.66","0.03","0.02","0.01","559.1","302.05","257.06","545.69","294.89","250.81","13.42","7.16","6.26","1010.14","725.31","284.83","862.77","640.39","222.39","147.37","84.93","62.45","715.75","611.3","104.45","711.62","607.42","104.2","4.13","3.88","0.25","403.31","243.46","159.85","398.87","240.09","158.78","4.44","3.37","1.07","2587.67","1119.06","3706.73"
"233","2011","12","Uttar Pradesh","Bahraich","4605.09","2437.78","2167.31","4282.4","2268.8","2013.6","322.69","168.98","153.71","16.69","8.5","8.2","16.48","8.38","8.1","0.22","0.12","0.1","698.64","372.02","326.63","682.14","363.42","318.72","16.5","8.59","7.91","1821.68","1154.99","666.69","1632.66","1050.81","581.85","189.02","104.17","84.85","593.68","498.05","95.62","589.66","494.43","95.23","4.01","3.63","0.4","648.02","466.27","181.75","636.66","456.98","179.68","11.36","9.29","2.06","3049.18","1241.7","4290.88"
"234","1961","12","Uttar Pradesh","Sultanpur","1412.98","700.66","712.32","1386.9","686.09","700.81","26.08","14.57","11.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","336.16","163.63","172.52","333.34","162.2","171.14","2.82","1.43","1.39","183.04","158.93","24.11","171.47","150.69","20.78","11.58","8.24","3.34","363.7","275.36","88.34","363.5","275.19","88.31","0.2","0.17","0.03","139.32","73.14","66.18","139.23","73.09","66.14","0.09","0.05","0.04","826.71","503.02","1329.73"
"234","1971","12","Uttar Pradesh","Sultanpur","1642.1","834.65","807.45","1609.83","816.86","792.97","32.27","17.79","14.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","392.77","197.7","195.06","389.7","196.1","193.6","3.07","1.6","1.47","293.02","241.23","51.79","277.32","230.72","46.6","15.71","10.51","5.2","295.39","270.6","24.79","295.2","270.41","24.78","0.19","0.19","0.01","166.48","114.86","51.62","166.15","114.54","51.61","0.33","0.32","0.01","1129.17","461.87","1591.04"
"234","1981","12","Uttar Pradesh","Sultanpur","2042.78","1036.56","1006.22","1975.4","1000.16","975.24","67.38","36.4","30.98","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","0.0","0.0","472.37","239.21","233.16","465.41","235.52","229.89","6.96","3.69","3.27","552.7","458.47","94.23","446.27","364.24","82.03","53.72","41.52","12.2","376.16","344.6","31.56","374.6","343.07","31.53","1.56","1.54","0.03","136.29","95.92","40.37","135.59","95.3","40.29","0.71","0.62","0.08","1425.82","512.45","1938.27"
"234","1991","12","Uttar Pradesh","Sultanpur","2558.97","1323.42","1235.55","2444.8","1261.65","1183.15","114.17","61.77","52.4","0.18","0.1","0.08","0.18","0.1","0.08","-1.0","-1.0","-1.0","572.09","296.32","275.77","560.67","290.28","270.4","11.42","6.05","5.37","794.27","587.64","206.63","731.36","547.21","184.16","62.9","40.43","22.47","441.7","397.8","43.9","439.4","395.6","43.8","2.3","2.2","0.1","192.0","137.7","54.3","190.5","136.5","54.0","1.5","1.2","0.3","1805.97","633.7","2439.67"
"234","2001","12","Uttar Pradesh","Sultanpur","3190.93","1611.94","1578.99","3038.68","1531.54","1507.13","152.25","80.39","71.86","0.47","0.24","0.23","0.46","0.23","0.23","0.01","0.0","0.0","715.3","362.64","352.66","700.1","354.62","345.48","15.19","8.02","7.17","1479.49","938.63","540.86","1375.72","878.99","496.73","103.77","59.63","44.14","410.35","320.56","89.78","408.5","319.0","89.5","1.85","1.56","0.29","358.14","202.14","156.0","356.73","201.11","155.62","1.41","1.03","0.38","2511.93","768.49","3280.41"
"234","2011","12","Uttar Pradesh","Sultanpur","3797.12","1914.59","1882.53","3597.2","1810.5","1786.71","199.92","104.09","95.83","0.7","0.36","0.34","0.68","0.35","0.33","0.02","0.01","0.01","851.59","431.44","420.15","832.55","421.56","410.99","19.04","9.88","9.16","2239.9","1300.25","939.65","2093.67","1219.2","874.48","146.23","81.05","65.18","338.89","262.41","76.48","336.25","260.19","76.06","2.64","2.22","0.42","501.63","318.12","183.52","497.59","314.92","182.67","4.05","3.2","0.85","2554.49","840.52","3395.01"
"235","1961","12","Uttar Pradesh","Pratapgarh","1252.2","607.17","645.03","1230.8","595.53","635.27","21.4","11.64","9.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","260.49","122.08","138.41","259.09","121.39","137.7","1.4","0.69","0.71","171.18","150.78","20.4","161.39","143.82","17.57","9.79","6.96","2.83","396.59","240.29","156.3","396.28","240.06","156.22","0.31","0.23","0.08","102.46","46.16","56.3","102.45","46.15","56.3","0.01","0.01","0.01","679.58","499.05","1178.63"
"235","1971","12","Uttar Pradesh","Pratapgarh","1424.8","703.66","721.14","1396.88","688.54","708.34","27.92","15.12","12.8","0.02","0.01","0.01","0.02","0.01","0.01","0.0","0.0","0.0","302.0","143.84","158.16","300.21","142.88","157.32","1.79","0.96","0.83","264.83","223.77","41.06","250.46","214.07","36.39","14.37","9.7","4.67","269.17","232.08","37.09","268.88","231.81","37.07","0.29","0.27","0.02","112.48","67.71","44.77","112.21","67.54","44.67","0.27","0.17","0.1","990.62","381.65","1372.27"
"235","1981","12","Uttar Pradesh","Pratapgarh","1801.05","897.71","903.34","1710.14","848.91","861.23","90.91","48.8","42.11","0.01","0.01","0.0","0.01","0.01","0.0","-1.0","0.0","0.0","388.38","189.42","198.95","378.76","184.42","194.35","9.61","5.01","4.6","428.86","349.26","79.61","388.55","321.27","67.28","40.31","27.99","12.32","332.33","291.91","40.42","327.86","287.62","40.24","4.47","4.3","0.18","96.43","63.72","32.71","94.35","61.93","32.42","2.08","1.79","0.29","1296.88","428.76","1725.64"
"235","1991","12","Uttar Pradesh","Pratapgarh","2210.7","1112.76","1097.95","2088.6","1047.81","1040.79","122.1","64.95","57.15","0.09","0.06","0.03","0.08","0.05","0.03","0.01","0.01","0.0","475.1","233.92","241.19","462.08","227.23","234.85","13.02","6.69","6.34","711.09","531.08","180.01","647.53","490.15","157.38","63.56","40.93","22.63","393.7","323.3","70.4","388.4","318.7","69.8","5.3","4.6","0.6","138.4","80.5","57.9","135.5","78.2","57.3","2.9","2.3","0.6","1567.7","532.1","2099.8"
"235","2001","12","Uttar Pradesh","Pratapgarh","2727.16","1375.61","1351.55","2582.84","1300.58","1282.26","144.31","75.03","69.28","0.16","0.08","0.08","0.16","0.08","0.08","0.0","0.0","0.0","601.04","295.36","305.68","584.71","287.0","297.72","16.33","8.36","7.97","1309.13","835.1","474.04","1215.86","780.69","435.17","93.27","54.41","38.86","425.55","290.65","134.9","422.09","287.83","134.26","3.46","2.82","0.64","301.63","137.15","164.48","297.17","134.12","163.05","4.46","3.03","1.42","2148.16","727.18","2875.33"
"235","2011","12","Uttar Pradesh","Pratapgarh","3209.14","1606.09","1603.06","3033.9","1515.58","1518.32","175.24","90.5","84.74","0.72","0.38","0.34","0.45","0.24","0.22","0.27","0.15","0.13","709.25","351.05","358.2","691.2","341.91","349.29","18.05","9.15","8.9","1931.56","1121.38","810.18","1809.63","1053.36","756.28","121.93","68.03","53.9","305.75","212.9","92.84","302.2","209.92","92.28","3.55","2.98","0.57","386.56","221.94","164.62","381.11","218.0","163.11","5.45","3.94","1.51","2142.54","692.31","2834.85"
"236","1961","12","Uttar Pradesh","Barabanki","1414.55","746.74","667.81","1344.3","708.94","635.36","70.25","37.8","32.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","394.52","205.25","189.27","389.21","202.38","186.83","5.3","2.87","2.44","170.28","146.12","24.16","148.99","131.39","17.61","21.29","14.73","6.55","462.15","362.55","99.6","458.95","359.86","99.1","3.19","2.69","0.51","56.21","34.29","21.93","55.82","34.04","21.79","0.39","0.25","0.14","797.07","518.36","1315.42"
"236","1971","12","Uttar Pradesh","Barabanki","1636.43","882.67","753.76","1542.37","831.52","710.85","94.05","51.14","42.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","456.67","244.84","211.83","448.94","240.58","208.36","7.73","4.26","3.47","226.17","186.66","39.51","195.2","165.92","29.28","30.97","20.75","10.23","403.43","377.26","26.17","399.96","373.96","26.0","3.47","3.3","0.17","87.8","67.87","19.93","85.45","65.71","19.74","2.35","2.16","0.19","1072.24","491.23","1563.47"
"236","1981","12","Uttar Pradesh","Barabanki","1992.07","1071.58","920.49","1814.14","976.01","838.13","177.93","95.58","82.36","0.16","0.1","0.06","0.15","0.08","0.06","0.01","0.01","0.0","551.42","296.14","255.28","536.45","287.96","248.49","14.97","8.18","6.79","375.9","309.5","66.4","313.79","267.07","46.72","62.12","42.43","19.68","496.31","469.54","26.77","485.7","459.31","26.39","10.61","10.24","0.38","71.99","55.62","16.37","67.48","51.36","16.12","4.51","4.26","0.25","1324.13","568.3","1892.43"
"236","1991","12","Uttar Pradesh","Barabanki","2423.14","1304.3","1118.83","2198.26","1185.23","1013.03","224.88","119.08","105.8","0.24","0.13","0.11","0.24","0.13","0.11","-1.0","-1.0","-1.0","654.69","353.29","301.4","635.79","343.09","292.71","18.89","10.2","8.69","597.61","459.62","137.99","508.24","403.24","105.0","89.38","56.38","33.0","555.0","506.3","48.6","545.1","497.0","48.1","9.8","9.3","0.5","130.9","93.6","37.3","122.7","86.5","36.2","8.2","7.1","1.2","1602.14","685.9","2288.04"
"236","2001","12","Uttar Pradesh","Barabanki","2673.39","1417.21","1256.18","2425.54","1286.57","1138.97","247.86","130.65","117.21","0.46","0.24","0.22","0.44","0.23","0.21","0.02","0.01","0.01","718.9","380.47","338.43","697.33","368.94","328.4","21.57","11.53","10.03","1052.14","693.4","358.75","922.43","617.42","305.01","129.71","75.97","53.74","508.4","416.28","92.12","502.25","410.87","91.38","6.15","5.41","0.74","271.05","155.2","115.85","262.58","149.05","113.53","8.46","6.15","2.32","1949.39","779.45","2728.84"
"236","2011","12","Uttar Pradesh","Barabanki","3260.7","1707.07","1553.63","2929.9","1533.46","1396.44","330.8","173.62","157.19","0.61","0.33","0.28","0.51","0.28","0.23","0.1","0.05","0.05","864.56","453.17","411.39","833.81","436.76","397.05","30.75","16.41","14.34","1692.46","1010.52","681.94","1493.62","899.3","594.32","198.83","111.22","87.62","458.48","366.14","92.34","450.51","359.24","91.27","7.97","6.9","1.07","421.97","278.55","143.42","404.5","265.35","139.15","17.47","13.2","4.28","2067.85","880.45","2948.3"
"237","1961","16","Uttarakhand","Nainital","574.32","334.2","240.12","462.14","269.63","192.52","112.18","64.57","47.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.79","56.54","42.26","86.16","49.39","36.77","12.64","7.15","5.49","157.19","122.71","34.49","108.06","88.78","19.28","49.13","33.93","15.21","137.84","88.06","49.78","136.46","86.8","49.66","1.39","1.27","0.12","31.82","27.42","4.41","31.59","27.22","4.38","0.23","0.2","0.03","296.55","169.67","466.22"
"237","1971","16","Uttarakhand","Nainital","790.12","438.45","351.67","614.34","339.48","274.86","175.78","98.97","76.81","52.56","27.65","24.91","52.3","27.5","24.79","0.26","0.15","0.11","141.22","78.16","63.06","122.56","67.7","54.87","18.66","10.46","8.2","256.85","182.82","74.03","168.33","126.64","41.69","88.52","56.18","32.34","123.13","103.65","19.49","120.82","101.45","19.38","2.31","2.2","0.11","49.0","42.69","6.31","45.46","39.51","5.95","3.54","3.17","0.36","525.16","172.13","697.29"
"237","1981","16","Uttarakhand","Nainital","1136.52","617.39","519.14","824.08","445.85","378.24","312.44","171.54","140.9","74.0","37.55","36.45","73.17","37.06","36.11","0.83","0.49","0.34","187.21","102.16","85.05","149.08","81.4","67.67","38.14","20.76","17.38","429.69","288.98","140.71","273.89","191.57","82.32","155.8","97.41","58.39","160.93","135.9","25.02","156.34","131.46","24.88","4.59","4.44","0.14","68.74","60.61","8.13","60.78","53.37","7.41","7.96","7.24","0.72","752.53","229.67","982.2"
"237","1991","16","Uttarakhand","Nainital","1540.17","823.8","716.38","1037.21","550.78","486.43","502.96","273.02","229.95","90.02","90.72","85.63","88.06","45.23","42.83","1.96","1.08","0.88","243.31","130.4","112.91","186.86","99.82","87.04","56.46","30.58","25.87","704.25","456.5","247.75","439.61","293.5","146.11","264.64","163.0","101.64","205.1","148.0","57.0","197.4","140.8","56.6","7.7","7.2","0.4","92.1","76.5","15.6","77.9","63.5","14.4","14.2","13.0","1.2","1042.17","297.2","1339.37"
"237","2001","16","Uttarakhand","Nainital","1997.46","1049.36","948.1","1324.53","690.8","633.73","672.93","358.55","314.38","115.18","58.51","56.67","112.77","57.13","55.64","2.41","1.37","1.04","310.96","164.56","146.42","235.0","124.18","110.82","75.97","40.37","35.6","1191.81","709.37","482.44","755.57","456.64","298.93","436.24","252.74","183.51","234.55","149.59","84.96","228.96","144.5","84.46","5.59","5.09","0.5","124.9","88.91","35.99","115.32","80.98","34.34","9.58","7.93","1.65","483.96","359.45","843.41"
"237","2011","16","Uttarakhand","Nainital","2603.51","1352.45","1251.06","1645.01","849.73","795.28","958.49","502.72","455.78","130.54","65.56","64.97","123.16","61.77","61.39","7.38","3.79","3.59","429.47","223.21","206.26","312.83","162.4","150.43","116.65","60.81","55.83","1734.34","984.31","750.03","1070.69","613.69","457.0","663.65","370.62","293.04","260.22","159.96","100.26","251.85","153.37","98.48","8.37","6.59","1.78","199.99","136.71","63.28","182.97","123.44","59.55","17.02","13.29","3.73","1635.86","460.21","2096.07"
